CAS,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
25574-11-2,1.41,100,DCM,400,70/30,10,2024-12-04_11-05-25.xlsx,CN,536,1277,C1=CC(=CC=C1CCCO)Br,536,1277
25574-11-2,1.41,100,DCM,400,60/40,10,2024-12-04_11-10-27.xlsx,CN,556,1990,C1=CC(=CC=C1CCCO)Br,556,1990
25574-11-2,1.41,100,DCM,400,50/50,10,2024-12-04_11-15-14.xlsx,CN,609,1846,C1=CC(=CC=C1CCCO)Br,609,1846
5433-01-2,1.285,100,DCM,400,90/10,10,2024-12-04_11-18-53.xlsx,CN,265,1013,CC(C)C1=CC(=CC=C1)Br,265,1013
5433-01-2,1.285,100,DCM,400,80/20,10,2024-12-04_11-22-10.xlsx,CN,558,946,CC(C)C1=CC(=CC=C1)Br,558,946
5433-01-2,1.285,100,DCM,400,70/30,10,2024-12-04_11-27-02.xlsx,CN,579,1890,CC(C)C1=CC(=CC=C1)Br,579,1890
5433-01-2,1.285,100,DCM,400,60/40,10,2024-12-04_11-34-50.xlsx,CN,783,3621,CC(C)C1=CC(=CC=C1)Br,783,3621
5433-01-2,1.285,100,DCM,400,50/50,10,2024-12-04_12-05-25.xlsx,CN,-1,-1,CC(C)C1=CC(=CC=C1)Br,-1,-1
622-24-2,1.069,100,DCM,400,90/10,10,2024-12-04_13-33-24.xlsx,CN,328,887,C1=CC=C(C=C1)CCCl,328,887
622-24-2,1.069,100,DCM,400,80/20,10,2024-12-04_13-36-36.xlsx,CN,563,882,C1=CC=C(C=C1)CCCl,563,882
622-24-2,1.069,100,DCM,400,70/30,10,2024-12-04_13-40-18.xlsx,CN,596,1187,C1=CC=C(C=C1)CCCl,596,1187
622-24-2,1.069,100,DCM,400,60/40,10,2024-12-04_14-10-52.xlsx,CN,61,88,C1=CC=C(C=C1)CCCl,61,88
622-24-2,1.069,100,DCM,400,50/50,10,2024-12-04_14-17-40.xlsx,CN,1041,2983,C1=CC=C(C=C1)CCCl,1041,2983
576-83-0,1.301,100,DCM,400,90/10,10,2024-12-04_14-44-04.xlsx,CN,536,1332,CC1=CC(=C(C(=C1)C)Br)C,536,1332
576-83-0,1.301,100,DCM,400,80/20,10,2024-12-04_14-47-31.xlsx,CN,544,1006,CC1=CC(=C(C(=C1)C)Br)C,544,1006
576-83-0,1.301,100,DCM,400,70/30,10,2024-12-04_14-52-33.xlsx,CN,599,1950,CC1=CC(=C(C(=C1)C)Br)C,599,1950
576-83-0,1.301,100,DCM,400,60/40,10,2024-12-04_15-03-07.xlsx,CN,886,5298,CC1=CC(=C(C(=C1)C)Br)C,886,5298
576-83-0,1.301,100,DCM,400,50/50,10,2024-12-04_15-33-42.xlsx,CN,-1,-1,CC1=CC(=C(C(=C1)C)Br)C,-1,-1
7335-27-5,1.187,100,DCM,400,90/10,10,2024-12-04_15-46-22.xlsx,CN,317,1420,CCOC(=O)C1=CC=C(C=C1)Cl,317,1420
7335-27-5,1.187,100,DCM,400,80/20,10,2024-12-04_15-50-39.xlsx,CN,524,1539,CCOC(=O)C1=CC=C(C=C1)Cl,524,1539
7335-27-5,1.187,100,DCM,400,70/30,10,2024-12-04_15-56-07.xlsx,CN,536,2227,CCOC(=O)C1=CC=C(C=C1)Cl,536,2227
7335-27-5,1.187,100,DCM,400,60/40,10,2024-12-04_16-04-30.xlsx,CN,556,3983,CCOC(=O)C1=CC=C(C=C1)Cl,556,3983
7335-27-5,1.187,100,DCM,400,50/50,10,2024-12-04_16-23-36.xlsx,CN,695,10375,CCOC(=O)C1=CC=C(C=C1)Cl,695,10375
494-99-5,1.051,100,DCM,400,90/10,10,2024-12-04_16-33-49.xlsx,CN,344,769,CC1=CC(=C(C=C1)OC)OC,344,769
494-99-5,1.051,100,DCM,400,80/20,10,2024-12-04_16-37-16.xlsx,CN,536,1029,CC1=CC(=C(C=C1)OC)OC,536,1029
494-99-5,1.051,100,DCM,400,70/30,10,2024-12-04_16-40-58.xlsx,CN,547,1154,CC1=CC(=C(C=C1)OC)OC,547,1154
494-99-5,1.051,100,DCM,400,60/40,10,2024-12-04_16-44-55.xlsx,CN,577,1342,CC1=CC(=C(C=C1)OC)OC,577,1342
494-99-5,1.051,100,DCM,400,50/50,10,2024-12-04_16-49-37.xlsx,CN,656,1772,CC1=CC(=C(C=C1)OC)OC,656,1772
873-49-4,0.94,100,DCM,400,90/10,10,2024-12-04_17-03-08.xlsx,CN,547,1290,C1CC1C2=CC=CC=C2,547,1290
873-49-4,0.94,100,DCM,400,80/20,10,2024-12-04_17-06-30.xlsx,CN,548,983,C1CC1C2=CC=CC=C2,548,983
873-49-4,0.94,100,DCM,400,70/30,10,2024-12-04_17-32-31.xlsx,CN,409,1947,C1CC1C2=CC=CC=C2,409,1947
873-49-4,0.94,100,DCM,400,60/40,10,2024-12-04_17-38-28.xlsx,CN,612,2530,C1CC1C2=CC=CC=C2,612,2530
873-49-4,0.94,100,DCM,400,50/50,10,2024-12-04_17-46-37.xlsx,CN,742,3848,C1CC1C2=CC=CC=C2,742,3848
492-37-5,1.1,100,DCM,400,90/10,10,2024-12-04_17-59-33.xlsx,CN,10,979,CC(C1=CC=CC=C1)C(=O)O,10,979
492-37-5,1.1,100,DCM,400,80/20,10,2024-12-04_18-03-05.xlsx,CN,520,1091,CC(C1=CC=CC=C1)C(=O)O,520,1091
492-37-5,1.1,100,DCM,400,70/30,10,2024-12-04_18-07-12.xlsx,CN,520,1435,CC(C1=CC=CC=C1)C(=O)O,520,1435
492-37-5,1.1,100,DCM,400,60/40,10,2024-12-04_18-11-19.xlsx,CN,537,1433,CC(C1=CC=CC=C1)C(=O)O,537,1433
492-37-5,1.1,100,DCM,400,50/50,10,2024-12-04_18-16-11.xlsx,CN,570,1851,CC(C1=CC=CC=C1)C(=O)O,570,1851
529-19-1,0.989,100,DCM,400,90/10,10,2024-12-04_19-25-43.xlsx,CN,343,814,CC1=CC=CC=C1C#N,343,814
529-19-1,0.989,100,DCM,400,80/20,10,2024-12-04_19-29-15.xlsx,CN,544,1083,CC1=CC=CC=C1C#N,544,1083
529-19-1,0.989,100,DCM,400,70/30,10,2024-12-04_19-32-57.xlsx,CN,558,1150,CC1=CC=CC=C1C#N,558,1150
529-19-1,0.989,100,DCM,400,60/40,10,2024-12-04_19-36-49.xlsx,CN,595,1265,CC1=CC=CC=C1C#N,595,1265
529-19-1,0.989,100,DCM,400,50/50,10,2024-12-04_19-41-26.xlsx,CN,678,1716,CC1=CC=CC=C1C#N,678,1716
30379-58-9,1.171,100,DCM,400,90/10,10,2024-12-04_19-46-35.xlsx,CN,345,789,C1=CC=C(C=C1)COC(=O)CO,345,789
30379-58-9,1.171,100,DCM,400,80/20,10,2024-12-04_19-49-52.xlsx,CN,546,910,C1=CC=C(C=C1)COC(=O)CO,546,910
30379-58-9,1.171,100,DCM,400,70/30,10,2024-12-04_19-53-14.xlsx,CN,555,966,C1=CC=C(C=C1)COC(=O)CO,555,966
30379-58-9,1.171,100,DCM,400,60/40,10,2024-12-04_19-56-41.xlsx,CN,570,1016,C1=CC=C(C=C1)COC(=O)CO,570,1016
30379-58-9,1.171,100,DCM,400,50/50,10,2024-12-04_20-00-33.xlsx,CN,548,1293,C1=CC=C(C=C1)COC(=O)CO,548,1293
645-59-0,1.001,100,DCM,400,90/10,10,2024-12-04_20-17-36.xlsx,CN,564,968,C1=CC=C(C=C1)CCC#N,564,968
645-59-0,1.001,100,DCM,400,80/20,10,2024-12-04_20-20-48.xlsx,CN,547,866,C1=CC=C(C=C1)CCC#N,547,866
645-59-0,1.001,100,DCM,400,70/30,10,2024-12-04_20-24-05.xlsx,CN,563,918,C1=CC=C(C=C1)CCC#N,563,918
645-59-0,1.001,100,DCM,400,60/40,10,2024-12-04_20-27-47.xlsx,CN,632,1169,C1=CC=C(C=C1)CCC#N,632,1169
645-59-0,1.001,100,DCM,400,50/50,10,2024-12-04_20-32-24.xlsx,CN,745,1749,C1=CC=C(C=C1)CCC#N,745,1749
937-41-7,1.076,100,DCM,400,90/10,10,2024-12-04_20-40-08.xlsx,CN,345,1018,C=CC(=O)OC1=CC=CC=C1,345,1018
937-41-7,1.076,100,DCM,400,80/20,10,2024-12-04_20-43-25.xlsx,CN,534,944,C=CC(=O)OC1=CC=CC=C1,534,944
937-41-7,1.076,100,DCM,400,70/30,10,2024-12-04_20-47-14.xlsx,CN,552,1220,C=CC(=O)OC1=CC=CC=C1,552,1220
937-41-7,1.076,100,DCM,400,60/40,10,2024-12-04_20-51-12.xlsx,CN,578,1337,C=CC(=O)OC1=CC=CC=C1,578,1337
937-41-7,1.076,100,DCM,400,50/50,10,2024-12-04_20-56-57.xlsx,CN,710,2359,C=CC(=O)OC1=CC=CC=C1,710,2359
104-47-2,1.085,100,DCM,400,90/10,10,2024-12-04_21-00-59.xlsx,CN,347,917,COC1=CC=C(C=C1)CC#N,347,917
104-47-2,1.085,100,DCM,400,80/20,10,2024-12-04_21-04-16.xlsx,CN,538,925,COC1=CC=C(C=C1)CC#N,538,925
104-47-2,1.085,100,DCM,400,70/30,10,2024-12-04_21-07-53.xlsx,CN,550,1142,COC1=CC=C(C=C1)CC#N,550,1142
104-47-2,1.085,100,DCM,400,60/40,10,2024-12-04_21-11-50.xlsx,CN,552,1318,COC1=CC=C(C=C1)CC#N,552,1318
104-47-2,1.085,100,DCM,400,50/50,10,2024-12-04_21-17-12.xlsx,CN,613,2197,COC1=CC=C(C=C1)CC#N,613,2197
773-99-9,0.99,100,MeOH,400,90/10,10,2024-12-05_09-53-12.xlsx,CN,526,1009,C1=CC=C2C(=C1)C=CC=C2CCO,526,1009
773-99-9,0.99,100,MeOH,400,80/20,10,2024-12-05_09-56-44.xlsx,CN,545,1082,C1=CC=C2C(=C1)C=CC=C2CCO,545,1082
773-99-9,0.99,100,MeOH,400,70/30,10,2024-12-05_10-00-26.xlsx,CN,535,1197,C1=CC=C2C(=C1)C=CC=C2CCO,535,1197
773-99-9,0.99,100,MeOH,400,60/40,10,2024-12-05_10-04-27.xlsx,CN,544,1393,C1=CC=C2C(=C1)C=CC=C2CCO,544,1393
773-99-9,0.99,100,MeOH,400,50/50,10,2024-12-05_10-09-10.xlsx,CN,542,1759,C1=CC=C2C(=C1)C=CC=C2CCO,542,1759
1247119-83-0,1.047,100,MeOH,400,90/10,10,2024-12-05_10-47-18.xlsx,CN,342,698,CCC1=CC=C(C=C1)C(C)(C)C(=O)O,342,698
1247119-83-0,1.047,100,MeOH,400,80/20,10,2024-12-05_10-50-19.xlsx,CN,560,769,CCC1=CC=C(C=C1)C(C)(C)C(=O)O,560,769
1247119-83-0,1.047,100,MeOH,400,70/30,10,2024-12-05_10-53-26.xlsx,CN,552,849,CCC1=CC=C(C=C1)C(C)(C)C(=O)O,552,849
1247119-83-0,1.047,100,MeOH,400,60/40,10,2024-12-05_10-56-48.xlsx,CN,547,965,CCC1=CC=C(C=C1)C(C)(C)C(=O)O,547,965
1247119-83-0,1.047,100,MeOH,400,50/50,10,2024-12-05_11-00-40.xlsx,CN,534,1503,CCC1=CC=C(C=C1)C(C)(C)C(=O)O,534,1503
108-95-2,1.071,100,DCM,400,90/10,10,2024-12-05_11-04-48.xlsx,CN,382,656,C1=CC=C(C=C1)O,382,656
108-95-2,1.071,100,DCM,400,80/20,10,2024-12-05_11-07-54.xlsx,CN,537,831,C1=CC=C(C=C1)O,537,831
108-95-2,1.071,100,DCM,400,70/30,10,2024-12-05_11-11-11.xlsx,CN,550,930,C1=CC=C(C=C1)O,550,930
108-95-2,1.071,100,DCM,400,60/40,10,2024-12-05_11-20-25.xlsx,CN,581,1014,C1=CC=C(C=C1)O,581,1014
108-95-2,1.071,100,DCM,400,50/50,10,2024-12-05_11-24-12.xlsx,CN,596,1241,C1=CC=C(C=C1)O,596,1241
25109-28-8,1.287,100,DCM,400,90/10,10,2024-12-05_11-29-10.xlsx,CN,634,1750,C1CCC(CC1)C2=CC=C(C=C2)Br,634,1750
25109-28-8,1.287,100,DCM,400,80/20,10,2024-12-05_11-33-32.xlsx,CN,585,1554,C1CCC(CC1)C2=CC=C(C=C2)Br,585,1554
25109-28-8,1.287,100,DCM,400,70/30,10,2024-12-05_11-41-25.xlsx,CN,593,3662,C1CCC(CC1)C2=CC=C(C=C2)Br,593,3662
25109-28-8,1.287,100,DCM,400,60/40,10,2024-12-05_11-51-04.xlsx,CN,660,4746,C1CCC(CC1)C2=CC=C(C=C2)Br,660,4746
25109-28-8,1.287,100,DCM,400,50/50,10,2024-12-05_11-56-21.xlsx,CN,-1,-1,C1CCC(CC1)C2=CC=C(C=C2)Br,-1,-1
2113-57-7,1.398,100,DCM,400,90/10,10,2024-12-05_12-15-14.xlsx,CN,273,5643,C1=CC=C(C=C1)C2=CC(=CC=C2)Br,273,5643
2113-57-7,1.398,100,DCM,400,80/20,10,2024-12-05_12-21-02.xlsx,CN,523,2402,C1=CC=C(C=C1)C2=CC(=CC=C2)Br,523,2402
2113-57-7,1.398,100,DCM,400,70/30,10,2024-12-05_12-51-37.xlsx,CN,534,13560,C1=CC=C(C=C1)C2=CC(=CC=C2)Br,534,13560
101-55-3,1.423,100,DCM,400,90/10,10,2024-12-05_13-00-14.xlsx,CN,326,1391,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,326,1391
101-55-3,1.423,100,DCM,400,80/20,10,2024-12-05_13-04-21.xlsx,CN,525,1425,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,525,1425
101-55-3,1.423,100,DCM,400,70/30,10,2024-12-05_13-11-34.xlsx,CN,574,3251,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,574,3251
101-55-3,1.423,100,DCM,400,60/40,10,2024-12-05_13-42-09.xlsx,CN,-1,-1,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,-1,-1
101-55-3,1.423,100,DCM,400,50/50,10,2024-12-05_14-12-43.xlsx,CN,1451,17111,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,1451,17111
67963-68-2,1.174,100,DCM,400,90/10,10,2024-12-05_14-27-19.xlsx,CN,360,876,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)Br,360,876
67963-68-2,1.174,100,DCM,400,80/20,10,2024-12-05_14-31-01.xlsx,CN,554,1172,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)Br,554,1172
67963-68-2,1.174,100,DCM,400,70/30,10,2024-12-05_14-38-24.xlsx,CN,592,3376,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)Br,592,3376
67963-68-2,1.174,100,DCM,400,60/40,10,2024-12-05_14-41-45.xlsx,CN,647,956,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)Br,647,956
67963-68-2,1.174,100,DCM,400,50/50,10,2024-12-05_14-45-27.xlsx,CN,839,1154,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)Br,839,1154
1671-75-6,0.946,100,DCM,400,90/10,10,2024-12-05_15-34-47.xlsx,CN,323,1289,CCCCCCC(=O)C1=CC=CC=C1,323,1289
1671-75-6,0.946,100,DCM,400,80/20,10,2024-12-05_15-38-54.xlsx,CN,528,1410,CCCCCCC(=O)C1=CC=CC=C1,528,1410
1671-75-6,0.946,100,DCM,400,70/30,10,2024-12-05_15-44-46.xlsx,CN,550,2468,CCCCCCC(=O)C1=CC=CC=C1,550,2468
1671-75-6,0.946,100,DCM,400,60/40,10,2024-12-05_16-01-52.xlsx,CN,604,9169,CCCCCCC(=O)C1=CC=CC=C1,604,9169
1671-75-6,0.946,100,DCM,400,50/50,10,2024-12-05_16-19-48.xlsx,CN,626,9692,CCCCCCC(=O)C1=CC=CC=C1,626,9692
83-13-6,1.095,100,DCM,400,90/10,10,2024-12-05_16-28-20.xlsx,CN,290,1276,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,290,1276
83-13-6,1.095,100,DCM,400,80/20,10,2024-12-05_16-31-47.xlsx,CN,560,1025,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,560,1025
83-13-6,1.095,100,DCM,400,70/30,10,2024-12-05_16-35-04.xlsx,CN,570,944,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,570,944
83-13-6,1.095,100,DCM,400,60/40,10,2024-12-05_16-39-11.xlsx,CN,678,1409,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,678,1409
83-13-6,1.095,100,DCM,400,50/50,10,2024-12-05_16-44-58.xlsx,CN,906,2419,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,906,2419
94-46-2,0.99,100,DCM,400,90/10,10,2024-12-05_16-54-43.xlsx,CN,514,1336,CC(C)CCOC(=O)C1=CC=CC=C1,514,1336
94-46-2,0.99,100,DCM,400,80/20,10,2024-12-05_16-58-26.xlsx,CN,537,1199,CC(C)CCOC(=O)C1=CC=CC=C1,537,1199
94-46-2,0.99,100,DCM,400,70/30,10,2024-12-05_17-02-33.xlsx,CN,574,1433,CC(C)CCOC(=O)C1=CC=CC=C1,574,1433
94-46-2,0.99,100,DCM,400,60/40,10,2024-12-05_17-09-50.xlsx,CN,625,3307,CC(C)CCOC(=O)C1=CC=CC=C1,625,3307
94-46-2,0.99,100,DCM,400,50/50,10,2024-12-05_17-21-10.xlsx,CN,1375,5730,CC(C)CCOC(=O)C1=CC=CC=C1,1375,5730
486-25-9,0.9,100,DCM,400,90/10,10,2024-12-05_17-34-45.xlsx,CN,493,2123,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,493,2123
486-25-9,0.9,100,DCM,400,80/20,10,2024-12-05_17-39-22.xlsx,CN,525,1737,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,525,1737
486-25-9,0.9,100,DCM,400,70/30,10,2024-12-05_17-45-10.xlsx,CN,536,2436,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,536,2436
486-25-9,0.9,100,DCM,400,60/40,10,2024-12-05_17-50-52.xlsx,CN,574,2392,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,574,2392
486-25-9,0.9,100,DCM,400,50/50,10,2024-12-05_18-21-27.xlsx,CN,646,15649,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,646,15649
106-24-1,0.879,100,DCM,400,90/10,10,2024-12-05_18-53-27.xlsx,CN,403,677,CC(=CCC/C(=C/CO)/C)C,403,677
106-24-1,0.879,100,DCM,400,80/20,10,2024-12-05_18-56-38.xlsx,CN,556,859,CC(=CCC/C(=C/CO)/C)C,556,859
106-24-1,0.879,100,DCM,400,70/30,10,2024-12-05_19-00-00.xlsx,CN,580,973,CC(=CCC/C(=C/CO)/C)C,580,973
106-24-1,0.879,100,DCM,400,60/40,10,2024-12-05_19-03-32.xlsx,CN,597,1066,CC(=CCC/C(=C/CO)/C)C,597,1066
106-24-1,0.879,100,DCM,400,50/50,10,2024-12-05_19-08-29.xlsx,CN,983,1902,CC(=CCC/C(=C/CO)/C)C,983,1902
768-56-9,0.88,100,DCM,400,90/10,10,2024-12-05_19-33-10.xlsx,CN,440,1017,C=CCCC1=CC=CC=C1,440,1017
768-56-9,0.88,100,DCM,400,80/20,10,2024-12-05_19-36-32.xlsx,CN,559,959,C=CCCC1=CC=CC=C1,559,959
768-56-9,0.88,100,DCM,400,70/30,10,2024-12-05_19-39-59.xlsx,CN,631,1039,C=CCCC1=CC=CC=C1,631,1039
768-56-9,0.88,100,DCM,400,60/40,10,2024-12-05_19-44-46.xlsx,CN,833,1821,C=CCCC1=CC=CC=C1,833,1821
768-56-9,0.88,100,DCM,400,50/50,10,2024-12-05_19-54-34.xlsx,CN,679,4838,C=CCCC1=CC=CC=C1,679,4838
66191-86-4,1.389,100,DCM,400,90/10,10,2024-12-05_20-47-57.xlsx,CN,357,784,COC(=O)CCC1=CC=CC=C1Br,357,784
66191-86-4,1.389,100,DCM,400,80/20,10,2024-12-05_20-51-04.xlsx,CN,557,811,COC(=O)CCC1=CC=CC=C1Br,557,811
66191-86-4,1.389,100,DCM,400,70/30,10,2024-12-05_20-54-25.xlsx,CN,611,992,COC(=O)CCC1=CC=CC=C1Br,611,992
66191-86-4,1.389,100,DCM,400,60/40,10,2024-12-05_20-58-42.xlsx,CN,697,1505,COC(=O)CCC1=CC=CC=C1Br,697,1505
66191-86-4,1.389,100,DCM,400,50/50,10,2024-12-05_21-05-25.xlsx,CN,1194,2952,COC(=O)CCC1=CC=CC=C1Br,1194,2952
52787-14-1,1.155,100,DCM,400,90/10,10,2024-12-06_14-20-38.xlsx,CN,315,1174,COC(=O)CC1=CC=C(C=C1)C(=O)OC,315,1174
52787-14-1,1.155,100,DCM,400,80/20,10,2024-12-06_14-24-55.xlsx,CN,519,1530,COC(=O)CC1=CC=C(C=C1)C(=O)OC,519,1530
52787-14-1,1.155,100,DCM,400,70/30,10,2024-12-06_14-28-13.xlsx,CN,562,930,COC(=O)CC1=CC=C(C=C1)C(=O)OC,562,930
52787-14-1,1.155,100,DCM,400,60/40,10,2024-12-06_14-32-02.xlsx,CN,563,1236,COC(=O)CC1=CC=C(C=C1)C(=O)OC,563,1236
52787-14-1,1.155,100,DCM,400,50/50,10,2024-12-06_14-37-51.xlsx,CN,565,2428,COC(=O)CC1=CC=C(C=C1)C(=O)OC,565,2428
2550-26-7,0.989,100,DCM,400,90/10,10,2024-12-06_14-54-20.xlsx,CN,272,937,CC(=O)CCC1=CC=CC=C1,272,937
2550-26-7,0.989,100,DCM,400,80/20,10,2024-12-06_15-23-36.xlsx,CN,351,769,CC(=O)CCC1=CC=CC=C1,351,769
2550-26-7,0.989,100,DCM,400,70/30,10,2024-12-06_15-27-03.xlsx,CN,567,1023,CC(=O)CCC1=CC=CC=C1,567,1023
2550-26-7,0.989,100,DCM,400,60/40,10,2024-12-06_15-30-45.xlsx,CN,624,1182,CC(=O)CCC1=CC=CC=C1,624,1182
2550-26-7,0.989,100,DCM,400,50/50,10,2024-12-06_15-35-17.xlsx,CN,663,1698,CC(=O)CCC1=CC=CC=C1,663,1698
1896-62-4,1.038,100,DCM,400,90/10,10,2024-12-06_15-41-11.xlsx,CN,335,1266,CC(=O)/C=C/C1=CC=CC=C1,335,1266
1896-62-4,1.038,100,DCM,400,80/20,10,2024-12-06_15-45-18.xlsx,CN,526,1419,CC(=O)/C=C/C1=CC=CC=C1,526,1419
1896-62-4,1.038,100,DCM,400,70/30,10,2024-12-06_15-49-30.xlsx,CN,534,1497,CC(=O)/C=C/C1=CC=CC=C1,534,1497
1896-62-4,1.038,100,DCM,400,60/40,10,2024-12-06_15-54-02.xlsx,CN,567,1673,CC(=O)/C=C/C1=CC=CC=C1,567,1673
1896-62-4,1.038,100,DCM,400,50/50,10,2024-12-06_16-00-19.xlsx,CN,630,2704,CC(=O)/C=C/C1=CC=CC=C1,630,2704
108-22-5,0.922,100,DCM,400,90/10,10,2024-12-06_16-38-59.xlsx,CN,370,680,CC(=C)OC(=O)C,370,680
108-22-5,0.922,100,DCM,400,80/20,10,2024-12-06_16-42-06.xlsx,CN,540,837,CC(=C)OC(=O)C,540,837
108-22-5,0.922,100,DCM,400,70/30,10,2024-12-06_16-45-23.xlsx,CN,550,913,CC(=C)OC(=O)C,550,913
108-22-5,0.922,100,DCM,400,60/40,10,2024-12-06_16-48-44.xlsx,CN,608,975,CC(=C)OC(=O)C,608,975
108-22-5,0.922,100,DCM,400,50/50,10,2024-12-06_16-52-36.xlsx,CN,638,1287,CC(=C)OC(=O)C,638,1287
142-08-5,1.39,100,DCM,400,90/10,10,2024-12-06_17-29-44.xlsx,CN,536,1007,C1=CC(=O)NC=C1,536,1007
142-08-5,1.39,100,DCM,400,80/20,10,2024-12-06_17-32-56.xlsx,CN,536,872,C1=CC(=O)NC=C1,536,872
142-08-5,1.39,100,DCM,400,70/30,10,2024-12-06_17-36-22.xlsx,CN,529,1011,C1=CC(=O)NC=C1,529,1011
142-08-5,1.39,100,DCM,400,60/40,10,2024-12-06_17-39-44.xlsx,CN,528,989,C1=CC(=O)NC=C1,528,989
142-08-5,1.39,100,DCM,400,50/50,10,2024-12-06_17-43-11.xlsx,CN,522,1025,C1=CC(=O)NC=C1,522,1025
3849-21-6,1.4801,100,MeOH,400,90/10,10,2024-12-06_18-17-11.xlsx,CN,265,1015,CCOC(=O)/C(=N/O)/C#N,265,1015
3849-21-6,1.4801,100,MeOH,400,80/20,10,2024-12-06_18-20-28.xlsx,CN,533,933,CCOC(=O)/C(=N/O)/C#N,533,933
3849-21-6,1.4801,100,MeOH,400,70/30,10,2024-12-06_18-24-35.xlsx,CN,535,1424,CCOC(=O)/C(=N/O)/C#N,535,1424
3849-21-6,1.4801,100,MeOH,400,60/40,10,2024-12-06_18-29-22.xlsx,CN,546,1840,CCOC(=O)/C(=N/O)/C#N,546,1840
3849-21-6,1.4801,100,MeOH,400,50/50,10,2024-12-06_18-34-45.xlsx,CN,555,2177,CCOC(=O)/C(=N/O)/C#N,555,2177
79-39-0,1.115,100,MeOH,400,90/10,10,2024-12-06_18-44-40.xlsx,CN,533,807,CC(=C)C(=O)N,533,807
79-39-0,1.115,100,MeOH,400,80/20,10,2024-12-06_18-47-52.xlsx,CN,556,850,CC(=C)C(=O)N,556,850
79-39-0,1.115,100,MeOH,400,70/30,10,2024-12-06_18-51-09.xlsx,CN,542,908,CC(=C)C(=O)N,542,908
79-39-0,1.115,100,MeOH,400,60/40,10,2024-12-06_18-54-21.xlsx,CN,553,892,CC(=C)C(=O)N,553,892
79-39-0,1.115,100,MeOH,400,50/50,10,2024-12-06_19-20-12.xlsx,CN,567,933,CC(=C)C(=O)N,567,933
42558-54-3,1.013,100,DCM,400,90/10,10,2024-12-06_20-03-27.xlsx,CN,327,1126,CC(C)C(=O)CC(=O)OC,327,1126
42558-54-3,1.013,100,DCM,400,80/20,10,2024-12-06_20-07-24.xlsx,CN,532,1339,CC(C)C(=O)CC(=O)OC,532,1339
42558-54-3,1.013,100,DCM,400,70/30,10,2024-12-06_20-11-11.xlsx,CN,548,1240,CC(C)C(=O)CC(=O)OC,548,1240
42558-54-3,1.013,100,DCM,400,60/40,10,2024-12-06_20-14-48.xlsx,CN,613,1128,CC(C)C(=O)CC(=O)OC,613,1128
42558-54-3,1.013,100,DCM,400,50/50,10,2024-12-06_20-17-19.xlsx,CN,-1,-1,CC(C)C(=O)CC(=O)OC,-1,-1
70-34-8,1.482,100,DCM,400,90/10,10,2024-12-06_20-23-28.xlsx,CN,530,1759,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,530,1759
70-34-8,1.482,100,DCM,400,80/20,10,2024-12-06_20-28-25.xlsx,CN,518,1937,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,518,1937
70-34-8,1.482,100,DCM,400,70/30,10,2024-12-06_20-33-58.xlsx,CN,533,2270,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,533,2270
70-34-8,1.482,100,DCM,400,60/40,10,2024-12-06_20-39-30.xlsx,CN,508,2284,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,508,2284
70-34-8,1.482,100,DCM,400,50/50,10,2024-12-06_21-00-07.xlsx,CN,590,11282,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,590,11282
372-29-2,1.245,100,DCM,400,90/10,10,2024-12-06_21-04-32.xlsx,CN,465,1488,CCOC(=O)/C=C(/C(F)(F)F)\N,465,1488
372-29-2,1.245,100,DCM,400,80/20,10,2024-12-06_21-09-05.xlsx,CN,505,1658,CCOC(=O)/C=C(/C(F)(F)F)\N,505,1658
372-29-2,1.245,100,DCM,400,70/30,10,2024-12-06_21-14-12.xlsx,CN,523,2046,CCOC(=O)/C=C(/C(F)(F)F)\N,523,2046
