CAS,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
29898-25-7,0.9719,100,DCM,400,70/30,10,2024-12-10_16-26-53.xlsx,NH2,566,1033,CCCC(=O)CCC1=CC=CC=C1,566,1033
29898-25-7,0.9719,100,DCM,400,60/40,10,2024-12-10_16-29-28.xlsx,NH2,547,1542,CCCC(=O)CCC1=CC=CC=C1,547,1542
29898-25-7,0.9719,100,DCM,400,50/50,10,2024-12-10_16-34-28.xlsx,NH2,967,1981,CCCC(=O)CCC1=CC=CC=C1,967,1981
2459-24-7,1.17,100,DCM,400,90/10,10,2024-12-10_16-39-30.xlsx,NH2,315,1392,COC(=O)C1=CC=CC2=CC=CC=C21,315,1392
2459-24-7,1.17,100,DCM,400,80/20,10,2024-12-10_16-43-40.xlsx,NH2,508,1461,COC(=O)C1=CC=CC2=CC=CC=C21,508,1461
2459-24-7,1.17,100,DCM,400,70/30,10,2024-12-10_16-47-36.xlsx,NH2,601,1304,COC(=O)C1=CC=CC2=CC=CC=C21,601,1304
2459-24-7,1.17,100,DCM,400,60/40,10,2024-12-10_16-55-37.xlsx,NH2,552,3797,COC(=O)C1=CC=CC2=CC=CC=C21,552,3797
2459-24-7,1.17,100,DCM,400,50/50,10,2024-12-10_17-08-15.xlsx,NH2,531,6501,COC(=O)C1=CC=CC2=CC=CC=C21,531,6501
1589-60-2,1.035,100,DCM,400,90/10,10,2024-12-10_17-18-57.xlsx,NH2,18,857,C1CCC(CC1)(C2=CC=CC=C2)O,18,857
1589-60-2,1.035,100,DCM,400,80/20,10,2024-12-10_17-22-02.xlsx,NH2,515,807,C1CCC(CC1)(C2=CC=CC=C2)O,515,807
1589-60-2,1.035,100,DCM,400,70/30,10,2024-12-10_17-25-17.xlsx,NH2,544,906,C1CCC(CC1)(C2=CC=CC=C2)O,544,906
1589-60-2,1.035,100,DCM,400,60/40,10,2024-12-10_17-28-37.xlsx,NH2,567,980,C1CCC(CC1)(C2=CC=CC=C2)O,567,980
1589-60-2,1.035,100,DCM,400,50/50,10,2024-12-10_17-31-17.xlsx,NH2,374,1328,C1CCC(CC1)(C2=CC=CC=C2)O,374,1328
4894-75-1,0.97,100,DCM,400,90/10,10,2024-12-10_17-38-52.xlsx,NH2,278,1035,C1CC(=O)CCC1C2=CC=CC=C2,278,1035
4894-75-1,0.97,100,DCM,400,80/20,10,2024-12-10_17-42-13.xlsx,NH2,521,998,C1CC(=O)CCC1C2=CC=CC=C2,521,998
4894-75-1,0.97,100,DCM,400,70/30,10,2024-12-10_17-45-43.xlsx,NH2,560,1078,C1CC(=O)CCC1C2=CC=CC=C2,560,1078
4894-75-1,0.97,100,DCM,400,60/40,10,2024-12-10_17-49-28.xlsx,NH2,310,1215,C1CC(=O)CCC1C2=CC=CC=C2,310,1215
4894-75-1,0.97,100,DCM,400,50/50,10,2024-12-10_17-52-03.xlsx,NH2,701,1636,C1CC(=O)CCC1C2=CC=CC=C2,701,1636
1020-31-1,1.02,100,DCM,400,90/10,10,2024-12-10_17-59-16.xlsx,NH2,343,653,CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,343,653
1020-31-1,1.02,100,DCM,400,80/20,10,2024-12-10_18-02-26.xlsx,NH2,514,856,CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,514,856
1020-31-1,1.02,100,DCM,400,70/30,10,2024-12-10_18-06-21.xlsx,NH2,531,1315,CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,531,1315
1020-31-1,1.02,100,DCM,400,60/40,10,2024-12-10_18-10-02.xlsx,NH2,569,1183,CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,569,1183
1020-31-1,1.02,100,DCM,400,50/50,10,2024-12-10_18-12-36.xlsx,NH2,747,1691,CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,747,1691
1126-46-1,1.382,100,DCM,400,90/10,10,2024-12-10_18-21-38.xlsx,NH2,519,1623,COC(=O)C1=CC=C(C=C1)Cl,519,1623
1126-46-1,1.382,100,DCM,400,80/20,10,2024-12-10_18-25-38.xlsx,NH2,509,1390,COC(=O)C1=CC=C(C=C1)Cl,509,1390
1126-46-1,1.382,100,DCM,400,70/30,10,2024-12-10_18-34-00.xlsx,NH2,568,1601,COC(=O)C1=CC=C(C=C1)Cl,568,1601
1126-46-1,1.382,100,DCM,400,60/40,10,2024-12-10_18-38-35.xlsx,NH2,562,1707,COC(=O)C1=CC=C(C=C1)Cl,562,1707
1126-46-1,1.382,100,DCM,400,50/50,10,2024-12-10_18-47-02.xlsx,NH2,556,4014,COC(=O)C1=CC=C(C=C1)Cl,556,4014
99-76-3,1.46,100,DCM,400,90/10,10,2024-12-10_18-52-27.xlsx,NH2,273,1668,COC(=O)C1=CC=C(C=C1)O,273,1668
99-76-3,1.46,100,DCM,400,80/20,10,2024-12-10_18-57-38.xlsx,NH2,571,2076,COC(=O)C1=CC=C(C=C1)O,571,2076
99-76-3,1.46,100,DCM,400,70/30,10,2024-12-10_19-04-19.xlsx,NH2,578,2956,COC(=O)C1=CC=C(C=C1)O,578,2956
99-76-3,1.46,100,DCM,400,60/40,10,2024-12-10_19-10-10.xlsx,NH2,569,2474,COC(=O)C1=CC=C(C=C1)O,569,2474
99-76-3,1.46,100,DCM,400,50/50,10,2024-12-10_19-18-01.xlsx,NH2,637,3689,COC(=O)C1=CC=C(C=C1)O,637,3689
7335-27-5,1.187,100,DCM,400,90/10,10,2024-12-10_19-50-50.xlsx,NH2,314,1209,CCOC(=O)C1=CC=C(C=C1)Cl,314,1209
7335-27-5,1.187,100,DCM,400,80/20,10,2024-12-10_19-55-10.xlsx,NH2,505,1599,CCOC(=O)C1=CC=C(C=C1)Cl,505,1599
7335-27-5,1.187,100,DCM,400,70/30,10,2024-12-10_20-00-26.xlsx,NH2,525,2140,CCOC(=O)C1=CC=C(C=C1)Cl,525,2140
7335-27-5,1.187,100,DCM,400,60/40,10,2024-12-10_20-07-02.xlsx,NH2,492,2930,CCOC(=O)C1=CC=C(C=C1)Cl,492,2930
7335-27-5,1.187,100,DCM,400,50/50,10,2024-12-10_20-18-49.xlsx,NH2,375,6026,CCOC(=O)C1=CC=C(C=C1)Cl,375,6026
492-37-5,1.1,100,DCM,400,90/10,10,2024-12-10_20-23-08.xlsx,NH2,283,1115,CC(C1=CC=CC=C1)C(=O)O,283,1115
492-37-5,1.1,100,DCM,400,80/20,10,2024-12-10_20-29-29.xlsx,NH2,540,2772,CC(C1=CC=CC=C1)C(=O)O,540,2772
492-37-5,1.1,100,DCM,400,70/30,10,2024-12-10_20-35-00.xlsx,NH2,581,2286,CC(C1=CC=CC=C1)C(=O)O,581,2286
622-08-2,1.071,100,DCM,400,90/10,10,2024-12-11_12-16-26.xlsx,NH2,341,809,C1=CC=C(C=C1)COCCO,341,809
622-08-2,1.071,100,DCM,400,80/20,10,2024-12-11_12-19-51.xlsx,NH2,535,1028,C1=CC=C(C=C1)COCCO,535,1028
622-08-2,1.071,100,DCM,400,70/30,10,2024-12-11_12-23-16.xlsx,NH2,445,1029,C1=CC=C(C=C1)COCCO,445,1029
622-08-2,1.071,100,DCM,400,60/40,10,2024-12-11_12-26-36.xlsx,NH2,557,952,C1=CC=C(C=C1)COCCO,557,952
622-08-2,1.071,100,DCM,400,50/50,10,2024-12-11_12-29-16.xlsx,NH2,569,1437,C1=CC=C(C=C1)COCCO,569,1437
91-22-5,1.093,100,DCM,400,90/10,10,2024-12-11_12-59-31.xlsx,NH2,286,1186,C1=CC=C2C(=C1)C=CC=N2,286,1186
91-22-5,1.093,100,DCM,400,80/20,10,2024-12-11_13-03-12.xlsx,NH2,494,1160,C1=CC=C2C(=C1)C=CC=N2,494,1160
91-22-5,1.093,100,DCM,400,70/30,10,2024-12-11_13-07-02.xlsx,NH2,537,1253,C1=CC=C2C(=C1)C=CC=N2,537,1253
91-22-5,1.093,100,DCM,400,60/40,10,2024-12-11_13-11-47.xlsx,NH2,541,1820,C1=CC=C2C(=C1)C=CC=N2,541,1820
91-22-5,1.093,100,DCM,400,50/50,10,2024-12-11_13-17-18.xlsx,NH2,587,2285,C1=CC=C2C(=C1)C=CC=N2,587,2285
622-24-2,1.069,100,DCM,400,90/10,10,2024-12-11_15-02-06.xlsx,NH2,581,826,C1=CC=C(C=C1)CCCl,581,826
622-24-2,1.069,100,DCM,400,80/20,10,2024-12-11_15-05-16.xlsx,NH2,514,896,C1=CC=C(C=C1)CCCl,514,896
622-24-2,1.069,100,DCM,400,70/30,10,2024-12-11_15-08-36.xlsx,NH2,582,962,C1=CC=C(C=C1)CCCl,582,962
622-24-2,1.069,100,DCM,400,60/40,10,2024-12-11_15-12-41.xlsx,NH2,656,1427,C1=CC=C(C=C1)CCCl,656,1427
622-24-2,1.069,100,DCM,400,50/50,10,2024-12-11_15-19-12.xlsx,NH2,587,2880,C1=CC=C(C=C1)CCCl,587,2880
5433-01-2,1.285,100,DCM,400,90/10,10,2024-12-11_15-57-19.xlsx,NH2,324,687,CC(C)C1=CC(=CC=C1)Br,324,687
5433-01-2,1.285,100,DCM,400,80/20,10,2024-12-11_16-00-35.xlsx,NH2,516,902,CC(C)C1=CC(=CC=C1)Br,516,902
5433-01-2,1.285,100,DCM,400,70/30,10,2024-12-11_16-05-05.xlsx,NH2,545,1680,CC(C)C1=CC(=CC=C1)Br,545,1680
5433-01-2,1.285,100,DCM,400,60/40,10,2024-12-11_16-11-46.xlsx,NH2,524,2990,CC(C)C1=CC(=CC=C1)Br,524,2990
5433-01-2,1.285,100,DCM,400,50/50,10,2024-12-11_16-24-09.xlsx,NH2,1137,6379,CC(C)C1=CC(=CC=C1)Br,1137,6379
1123-56-4,1.003,100,DCM,400,90/10,10,2024-12-11_16-39-31.xlsx,NH2,323,3726,CC1=C(C(=CC=C1)C)C=O,323,3726
1123-56-4,1.003,100,DCM,400,80/20,10,2024-12-11_16-51-38.xlsx,NH2,502,6205,CC1=C(C(=CC=C1)C)C=O,502,6205
1123-56-4,1.003,100,DCM,400,70/30,10,2024-12-11_17-05-06.xlsx,NH2,532,7042,CC1=C(C(=CC=C1)C)C=O,532,7042
1123-56-4,1.003,100,DCM,400,60/40,10,2024-12-11_17-12-53.xlsx,NH2,547,3624,CC1=C(C(=CC=C1)C)C=O,547,3624
1123-56-4,1.003,100,DCM,400,50/50,10,2024-12-11_17-19-54.xlsx,NH2,584,3198,CC1=C(C(=CC=C1)C)C=O,584,3198
1721-26-2,1.072 ,100,DCM,400,90/10,10,2024-12-11_17-54-31.xlsx,NH2,-1,-1,CCOC(=O)C1=C(N=CC=C1)C,-1,-1
1721-26-2,1.073 ,100,DCM,400,80/20,10,2024-12-11_17-59-27.xlsx,NH2,327,1908,CCOC(=O)C1=C(N=CC=C1)C,327,1908
1721-26-2,1.074 ,100,DCM,400,70/30,10,2024-12-11_18-03-42.xlsx,NH2,515,1529,CCOC(=O)C1=C(N=CC=C1)C,515,1529
1721-26-2,1.075 ,100,DCM,400,60/40,10,2024-12-11_18-08-13.xlsx,NH2,540,1651,CCOC(=O)C1=C(N=CC=C1)C,540,1651
1721-26-2,1.076 ,100,DCM,400,50/50,10,2024-12-11_18-13-28.xlsx,NH2,579,2125,CCOC(=O)C1=C(N=CC=C1)C,579,2125
146070-34-0,1.358 ,100,DCM,400,90/10,10,2024-12-11_18-16-48.xlsx,NH2,267,768,C1=CC(=C(C=C1C(F)(F)F)F)C#N,267,768
146070-34-0,1.359 ,100,DCM,400,80/20,10,2024-12-11_18-20-29.xlsx,NH2,514,1160,C1=CC(=C(C=C1C(F)(F)F)F)C#N,514,1160
146070-34-0,1.360 ,100,DCM,400,70/30,10,2024-12-11_18-24-14.xlsx,NH2,533,1228,C1=CC(=C(C=C1C(F)(F)F)F)C#N,533,1228
146070-34-0,1.361 ,100,DCM,400,60/40,10,2024-12-11_18-27-39.xlsx,NH2,586,1046,C1=CC(=C(C=C1C(F)(F)F)F)C#N,586,1046
146070-34-0,1.362 ,100,DCM,400,50/50,10,2024-12-11_18-30-04.xlsx,NH2,556,1728,C1=CC(=C(C=C1C(F)(F)F)F)C#N,556,1728
21087-29-6,1.096,100,DCM,400,90/10,10,2024-12-11_18-37-16.xlsx,NH2,311,1700,C1=CC=C(C=C1)/C=C/CCl,311,1700
21087-29-6,1.096,100,DCM,400,80/20,10,2024-12-11_18-45-02.xlsx,NH2,507,3601,C1=CC=C(C=C1)/C=C/CCl,507,3601
21087-29-6,1.096,100,DCM,400,70/30,10,2024-12-11_18-52-18.xlsx,NH2,522,3307,C1=CC=C(C=C1)/C=C/CCl,522,3307
21087-29-6,1.096,100,DCM,400,60/40,10,2024-12-11_19-04-06.xlsx,NH2,519,6027,C1=CC=C(C=C1)/C=C/CCl,519,6027
21087-29-6,1.096,100,DCM,400,50/50,10,2024-12-11_19-11-12.xlsx,NH2,452,4504,C1=CC=C(C=C1)/C=C/CCl,452,4504
1655-07-8,1.064,100,DCM,400,90/10,10,2024-12-11_19-20-22.xlsx,NH2,202,910,CCOC(=O)C1CCCCC1=O,202,910
1655-07-8,1.064,100,DCM,400,80/20,10,2024-12-11_19-24-53.xlsx,NH2,508,1659,CCOC(=O)C1CCCCC1=O,508,1659
1655-07-8,1.064,100,DCM,400,70/30,10,2024-12-11_19-29-28.xlsx,NH2,271,1719,CCOC(=O)C1CCCCC1=O,271,1719
1655-07-8,1.064,100,DCM,400,60/40,10,2024-12-11_19-34-54.xlsx,NH2,509,2213,CCOC(=O)C1CCCCC1=O,509,2213
1655-07-8,1.064,100,DCM,400,50/50,10,2024-12-11_19-39-44.xlsx,NH2,548,1865,CCOC(=O)C1CCCCC1=O,548,1865
99-88-7,0.989,100,DCM,400,90/10,10,2024-12-11_19-44-05.xlsx,NH2,431,1200,CC(C)C1=CC=C(C=C1)N,431,1200
99-88-7,0.989,100,DCM,400,80/20,10,2024-12-11_19-47-20.xlsx,NH2,506,938,CC(C)C1=CC=C(C=C1)N,506,938
99-88-7,0.989,100,DCM,400,70/30,10,2024-12-11_19-52-01.xlsx,NH2,460,1764,CC(C)C1=CC=C(C=C1)N,460,1764
99-88-7,0.989,100,DCM,400,60/40,10,2024-12-11_19-56-01.xlsx,NH2,524,1366,CC(C)C1=CC=C(C=C1)N,524,1366
99-88-7,0.989,100,DCM,400,50/50,10,2024-12-11_20-01-32.xlsx,NH2,564,2259,CC(C)C1=CC=C(C=C1)N,564,2259
1671-75-6,0.946,100,DCM,400,90/10,10,2024-12-11_20-24-26.xlsx,NH2,314,1368,CCCCCCC(=O)C1=CC=CC=C1,314,1368
1671-75-6,0.946,100,DCM,400,80/20,10,2024-12-11_20-27-57.xlsx,NH2,363,1059,CCCCCCC(=O)C1=CC=CC=C1,363,1059
1671-75-6,0.946,100,DCM,400,70/30,10,2024-12-11_20-33-42.xlsx,NH2,518,2435,CCCCCCC(=O)C1=CC=CC=C1,518,2435
1671-75-6,0.946,100,DCM,400,60/40,10,2024-12-11_20-46-00.xlsx,NH2,529,6348,CCCCCCC(=O)C1=CC=CC=C1,529,6348
1671-75-6,0.946,100,DCM,400,50/50,10,2024-12-11_21-02-14.xlsx,NH2,513,8690,CCCCCCC(=O)C1=CC=CC=C1,513,8690
530-48-3,1.021,100,DCM,400,90/10,10,2024-12-12_09-24-34.xlsx,NH2,293,1573,C=C(C1=CC=CC=C1)C2=CC=CC=C2,293,1573
530-48-3,1.021,100,DCM,400,80/20,10,2024-12-12_09-29-50.xlsx,NH2,511,2114,C=C(C1=CC=CC=C1)C2=CC=CC=C2,511,2114
530-48-3,1.021,100,DCM,400,70/30,10,2024-12-12_09-46-44.xlsx,NH2,515,9063,C=C(C1=CC=CC=C1)C2=CC=CC=C2,515,9063
530-48-3,1.021,100,DCM,400,60/40,10,2024-12-12_10-08-05.xlsx,NH2,558,11754,C=C(C1=CC=CC=C1)C2=CC=CC=C2,558,11754
530-48-3,1.021,100,DCM,400,50/50,10,2024-12-12_10-38-39.xlsx,NH2,347,18075,C=C(C1=CC=CC=C1)C2=CC=CC=C2,347,18075
1714-29-0,1.4316,100,DCM,400,90/10,10,2024-12-12_10-55-17.xlsx,NH2,343,3144,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)Br,343,3144
1714-29-0,1.4316,100,DCM,400,80/20,10,2024-12-12_11-20-02.xlsx,NH2,1943,6324,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)Br,1943,6324
1714-29-0,1.4316,100,DCM,400,70/30,10,2024-12-12_11-45-24.xlsx,NH2,4936,14111,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)Br,4936,14111
24324-17-2,1.0304,100,MeOH,400,90/10,10,2024-12-12_11-50-04.xlsx,NH2,230,1351,C1=CC=C2C(=C1)C(C3=CC=CC=C32)CO,230,1351
24324-17-2,1.0304,100,MeOH,400,80/20,10,2024-12-12_11-53-49.xlsx,NH2,549,1236,C1=CC=C2C(=C1)C(C3=CC=CC=C32)CO,549,1236
24324-17-2,1.0304,100,MeOH,400,70/30,10,2024-12-12_11-58-50.xlsx,NH2,553,1972,C1=CC=C2C(=C1)C(C3=CC=CC=C32)CO,553,1972
24324-17-2,1.0304,100,MeOH,400,60/40,10,2024-12-12_12-05-56.xlsx,NH2,562,3204,C1=CC=C2C(=C1)C(C3=CC=CC=C32)CO,562,3204
24324-17-2,1.0304,100,MeOH,400,50/50,10,2024-12-12_12-13-32.xlsx,NH2,606,3524,C1=CC=C2C(=C1)C(C3=CC=CC=C32)CO,606,3524
947-19-3,1.17,100,DCM,400,90/10,10,2024-12-12_12-30-00.xlsx,NH2,275,1345,C1CCC(CC1)(C(=O)C2=CC=CC=C2)O,275,1345
947-19-3,1.17,100,DCM,400,80/20,10,2024-12-12_12-33-15.xlsx,NH2,507,946,C1CCC(CC1)(C(=O)C2=CC=CC=C2)O,507,946
947-19-3,1.17,100,DCM,400,70/30,10,2024-12-12_12-37-20.xlsx,NH2,509,1448,C1CCC(CC1)(C(=O)C2=CC=CC=C2)O,509,1448
947-19-3,1.17,100,DCM,400,60/40,10,2024-12-12_12-41-36.xlsx,NH2,506,1511,C1CCC(CC1)(C(=O)C2=CC=CC=C2)O,506,1511
947-19-3,1.17,100,DCM,400,50/50,10,2024-12-12_12-47-42.xlsx,NH2,494,2623,C1CCC(CC1)(C(=O)C2=CC=CC=C2)O,494,2623
4132-28-9,1.22,100,DCM,400,90/10,10,2024-12-30_09-31-30.xlsx,NH2,368,882,C1=CC=C(C=C1)COC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,368,882
4132-28-9,1.22,100,DCM,400,80/20,10,2024-12-30_09-35-26.xlsx,NH2,545,1348,C1=CC=C(C=C1)COC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,545,1348
4132-28-9,1.22,100,DCM,400,70/30,10,2024-12-30_10-04-45.xlsx,NH2,374,1402,C1=CC=C(C=C1)COC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,374,1402
4132-28-9,1.22,100,DCM,400,60/40,10,2024-12-30_10-35-18.xlsx,NH2,1823,2013,C1=CC=C(C=C1)COC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,1823,2013
3601-90-9,1.46,100,DCM,400,90/10,10,2024-12-30_10-40-41.xlsx,NH2,295,1450,C1[C@@H]([C@H](OC1Cl)COC(=O)C2=CC=C(C=C2)Cl)OC(=O)C3=CC=C(C=C3)Cl,295,1450
3601-90-9,1.46,100,DCM,400,80/20,10,2024-12-30_10-45-17.xlsx,NH2,510,1730,C1[C@@H]([C@H](OC1Cl)COC(=O)C2=CC=C(C=C2)Cl)OC(=O)C3=CC=C(C=C3)Cl,510,1730
3601-90-9,1.46,100,DCM,400,70/30,10,2024-12-30_10-52-48.xlsx,NH2,545,3452,C1[C@@H]([C@H](OC1Cl)COC(=O)C2=CC=C(C=C2)Cl)OC(=O)C3=CC=C(C=C3)Cl,545,3452
3601-90-9,1.46,100,DCM,400,60/40,10,2024-12-30_11-09-17.xlsx,NH2,455,8835,C1[C@@H]([C@H](OC1Cl)COC(=O)C2=CC=C(C=C2)Cl)OC(=O)C3=CC=C(C=C3)Cl,455,8835
3601-90-9,1.46,100,DCM,400,50/50,10,2024-12-30_11-17-59.xlsx,NH2,3930,4185,C1[C@@H]([C@H](OC1Cl)COC(=O)C2=CC=C(C=C2)Cl)OC(=O)C3=CC=C(C=C3)Cl,3930,4185
4546-55-8,1.7,100,MeOH,400,90/10,10,2024-12-30_11-59-37.xlsx,NH2,265,993,C1=CC=C(C=C1)C(=O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,265,993
4546-55-8,1.7,100,MeOH,400,80/20,10,2024-12-30_12-03-33.xlsx,NH2,569,1339,C1=CC=C(C=C1)C(=O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,569,1339
4546-55-8,1.7,100,MeOH,400,70/30,10,2024-12-30_12-07-03.xlsx,NH2,689,1051,C1=CC=C(C=C1)C(=O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,689,1051
4546-55-8,1.7,100,MeOH,400,60/40,10,2024-12-30_12-11-18.xlsx,NH2,552,1503,C1=CC=C(C=C1)C(=O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,552,1503
4546-55-8,1.7,100,MeOH,400,50/50,10,2024-12-30_12-15-39.xlsx,NH2,603,1574,C1=CC=C(C=C1)C(=O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,603,1574
