CAS,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
4192-77-2,1.0491,100,DCM,400,90/10,10,2024-11-19_18-15-39.xlsx,C18,533,1422,CCOC(=O)/C=C/C1=CC=CC=C1,533,1422
4192-77-2,1.0491,100,DCM,400,80/20,10,2024-11-19_18-21-17.xlsx,C18,558,2328,CCOC(=O)/C=C/C1=CC=CC=C1,558,2328
4192-77-2,1.0491,100,DCM,400,70/30,10,2024-11-19_18-29-15.xlsx,C18,616,3715,CCOC(=O)/C=C/C1=CC=CC=C1,616,3715
4192-77-2,1.0491,100,DCM,400,60/40,10,2024-11-19_18-59-49.xlsx,C18,-1,-1,CCOC(=O)/C=C/C1=CC=CC=C1,-1,-1
4192-77-2,1.0491,100,DCM,400,50/50,10,2024-11-19_19-27-13.xlsx,C18,4676,15113,CCOC(=O)/C=C/C1=CC=CC=C1,4676,15113
16642-92-5,1.3275,100,MeOH,400,90/10,10,2024-11-19_19-34-14.xlsx,C18,497,1036,C1=CC(=CC=C1/C=C/C(=O)O)C(F)(F)F,497,1036
16642-92-5,1.3275,100,MeOH,400,80/20,10,2024-11-19_19-38-01.xlsx,C18,493,1202,C1=CC(=CC=C1/C=C/C(=O)O)C(F)(F)F,493,1202
16642-92-5,1.3275,100,MeOH,400,70/30,10,2024-11-19_19-43-48.xlsx,C18,492,2408,C1=CC(=CC=C1/C=C/C(=O)O)C(F)(F)F,492,2408
16642-92-5,1.3275,100,MeOH,400,60/40,10,2024-11-19_19-52-41.xlsx,C18,489,4283,C1=CC(=CC=C1/C=C/C(=O)O)C(F)(F)F,489,4283
16642-92-5,1.3275,100,MeOH,400,50/50,10,2024-11-19_19-55-38.xlsx,C18,503,732,C1=CC(=CC=C1/C=C/C(=O)O)C(F)(F)F,503,732
783-13-1,1.403,100,MeOH,400,90/10,10,2024-11-19_20-08-07.xlsx,C18,336,1027,C1=CC(=CC=C1/C=C/C(=O)O)OC(F)(F)F,336,1027
783-13-1,1.403,100,MeOH,400,80/20,10,2024-11-19_20-11-39.xlsx,C18,499,1091,C1=CC(=CC=C1/C=C/C(=O)O)OC(F)(F)F,499,1091
783-13-1,1.403,100,MeOH,400,70/30,10,2024-11-19_20-16-36.xlsx,C18,499,1929,C1=CC(=CC=C1/C=C/C(=O)O)OC(F)(F)F,499,1929
783-13-1,1.403,100,MeOH,400,60/40,10,2024-11-19_20-24-49.xlsx,C18,495,3852,C1=CC(=CC=C1/C=C/C(=O)O)OC(F)(F)F,495,3852
783-13-1,1.403,100,MeOH,400,50/50,10,2024-11-19_20-34-03.xlsx,C18,-1,-1,C1=CC(=CC=C1/C=C/C(=O)O)OC(F)(F)F,-1,-1
6099-03-2,1.1479,100,MeOH,400,90/10,10,2024-11-19_20-40-56.xlsx,C18,205,789,COC1=CC=CC=C1/C=C/C(=O)O,205,789
6099-03-2,1.1479,100,MeOH,400,80/20,10,2024-11-19_20-44-38.xlsx,C18,495,1151,COC1=CC=CC=C1/C=C/C(=O)O,495,1151
6099-03-2,1.1479,100,MeOH,400,70/30,10,2024-11-19_20-48-30.xlsx,C18,492,1284,COC1=CC=CC=C1/C=C/C(=O)O,492,1284
6099-03-2,1.1479,100,MeOH,400,60/40,10,2024-11-19_20-53-52.xlsx,C18,502,2186,COC1=CC=CC=C1/C=C/C(=O)O,502,2186
6099-03-2,1.1479,100,MeOH,400,50/50,10,2024-11-19_21-01-25.xlsx,C18,508,3452,COC1=CC=CC=C1/C=C/C(=O)O,508,3452
94-02-0,1.11,100,DCM,400,90/10,10,2024-11-20_09-24-09.xlsx,C18,395,1894,CCOC(=O)CC(=O)C1=CC=CC=C1,395,1894
94-02-0,1.11,100,DCM,400,80/20,10,2024-11-20_09-29-57.xlsx,C18,497,2410,CCOC(=O)CC(=O)C1=CC=CC=C1,497,2410
94-02-0,1.11,100,DCM,400,70/30,10,2024-11-20_09-39-30.xlsx,C18,516,4697,CCOC(=O)CC(=O)C1=CC=CC=C1,516,4697
94-02-0,1.11,100,DCM,400,60/40,10,2024-11-20_10-01-22.xlsx,C18,527,12040,CCOC(=O)CC(=O)C1=CC=CC=C1,527,12040
94-02-0,1.11,100,DCM,400,50/50,10,2024-11-20_10-31-57.xlsx,C18,534,15650,CCOC(=O)CC(=O)C1=CC=CC=C1,534,15650
51934-41-9,1.641,100,DCM,400,90/10,10,2024-11-20_10-49-46.xlsx,C18,337,1786,CCOC(=O)C1=CC=C(C=C1)I,337,1786
51934-41-9,1.641,100,DCM,400,80/20,10,2024-11-20_10-54-48.xlsx,C18,554,1964,CCOC(=O)C1=CC=C(C=C1)I,554,1964
51934-41-9,1.641,100,DCM,400,70/30,10,2024-11-20_11-01-41.xlsx,C18,442,3095,CCOC(=O)C1=CC=C(C=C1)I,442,3095
51934-41-9,1.641,100,DCM,400,60/40,10,2024-11-20_11-05-12.xlsx,C18,525,1093,CCOC(=O)C1=CC=C(C=C1)I,525,1093
51934-41-9,1.641,100,DCM,400,50/50,10,2024-11-20_11-35-47.xlsx,C18,-1,-1,CCOC(=O)C1=CC=C(C=C1)I,-1,-1
105-13-5,1.113,100,DCM,400,90/10,10,2024-11-20_11-45-23.xlsx,C18,496,1622,COC1=CC=C(C=C1)CO,496,1622
105-13-5,1.113,100,DCM,400,80/20,10,2024-11-20_11-50-05.xlsx,C18,501,1788,COC1=CC=C(C=C1)CO,501,1788
105-13-5,1.113,100,DCM,400,70/30,10,2024-11-20_11-53-32.xlsx,C18,508,1037,COC1=CC=C(C=C1)CO,508,1037
105-13-5,1.113,100,DCM,400,60/40,10,2024-11-20_11-57-08.xlsx,C18,518,1106,COC1=CC=C(C=C1)CO,518,1106
105-13-5,1.113,100,DCM,400,50/50,10,2024-11-20_12-27-43.xlsx,C18,100,173,COC1=CC=C(C=C1)CO,100,173
577-16-2,1.026,100,DCM,400,90/10,10,2024-11-20_12-33-28.xlsx,C18,414,1933,CC1=CC=CC=C1C(=O)C,414,1933
577-16-2,1.026,100,DCM,400,80/20,10,2024-11-20_12-37-50.xlsx,C18,520,1561,CC1=CC=CC=C1C(=O)C,520,1561
577-16-2,1.026,100,DCM,400,70/30,10,2024-11-20_12-43-07.xlsx,C18,563,2135,CC1=CC=CC=C1C(=O)C,563,2135
577-16-2,1.026,100,DCM,400,60/40,10,2024-11-20_12-48-55.xlsx,C18,591,2446,CC1=CC=CC=C1C(=O)C,591,2446
577-16-2,1.026,100,DCM,400,50/50,10,2024-11-20_12-57-38.xlsx,C18,1466,4159,CC1=CC=CC=C1C(=O)C,1466,4159
515-40-2,1.047,100,DCM,400,90/10,10,2024-11-20_13-46-25.xlsx,C18,573,1064,CC(C)(CCl)C1=CC=CC=C1,573,1064
515-40-2,1.047,100,DCM,400,80/20,10,2024-11-20_13-51-22.xlsx,C18,1012,1930,CC(C)(CCl)C1=CC=CC=C1,1012,1930
515-40-2,1.047,100,DCM,400,70/30,10,2024-11-20_14-01-00.xlsx,C18,2811,4713,CC(C)(CCl)C1=CC=CC=C1,2811,4713
515-40-2,1.047,100,DCM,400,60/40,10,2024-11-20_14-24-03.xlsx,C18,7395,13016,CC(C)(CCl)C1=CC=CC=C1,7395,13016
123-11-5,1.121,100,DCM,400,90/10,10,2024-11-20_14-41-15.xlsx,C18,317,1173,COC1=CC=C(C=C1)C=O,317,1173
123-11-5,1.121,100,DCM,400,80/20,10,2024-11-20_14-45-52.xlsx,C18,504,1732,COC1=CC=C(C=C1)C=O,504,1732
123-11-5,1.121,100,DCM,400,70/30,10,2024-11-20_14-50-34.xlsx,C18,534,1774,COC1=CC=C(C=C1)C=O,534,1774
123-11-5,1.121,100,DCM,400,60/40,10,2024-11-20_14-55-11.xlsx,C18,550,1701,COC1=CC=C(C=C1)C=O,550,1701
123-11-5,1.121,100,DCM,400,50/50,10,2024-11-20_15-02-18.xlsx,C18,712,3208,COC1=CC=C(C=C1)C=O,712,3208
1745-81-9,1.028,100,DCM,400,90/10,10,2024-11-20_15-51-10.xlsx,C18,443,1099,C=CCC1=CC=CC=C1O,443,1099
1745-81-9,1.028,100,DCM,400,80/20,10,2024-11-20_15-54-52.xlsx,C18,524,1176,C=CCC1=CC=CC=C1O,524,1176
1745-81-9,1.028,100,DCM,400,70/30,10,2024-11-20_15-59-09.xlsx,C18,549,1509,C=CCC1=CC=CC=C1O,549,1509
1745-81-9,1.028,100,DCM,400,60/40,10,2024-11-20_16-04-31.xlsx,C18,564,2165,C=CCC1=CC=CC=C1O,564,2165
1745-81-9,1.028,100,DCM,400,50/50,10,2024-11-20_16-12-49.xlsx,C18,624,3932,C=CCC1=CC=CC=C1O,624,3932
1746-13-0,0.978,100,DCM,400,90/10,10,2024-11-20_16-27-10.xlsx,C18,580,1236,C=CCOC1=CC=CC=C1,580,1236
1746-13-0,0.978,100,DCM,400,80/20,10,2024-11-20_16-31-17.xlsx,C18,541,1408,C=CCOC1=CC=CC=C1,541,1408
1746-13-0,0.978,100,DCM,400,70/30,10,2024-11-20_16-36-55.xlsx,C18,984,2326,C=CCOC1=CC=CC=C1,984,2326
1746-13-0,0.978,100,DCM,400,60/40,10,2024-11-20_16-46-33.xlsx,C18,2331,4732,C=CCOC1=CC=CC=C1,2331,4732
1746-13-0,0.978,100,DCM,400,50/50,10,2024-11-20_17-06-45.xlsx,C18,5978,11027,C=CCOC1=CC=CC=C1,5978,11027
214360-73-3,1.05,100,DCM,600,90/10,10,2024-11-20_17-11-23.xlsx,C18,558,1451,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N,558,1451
214360-73-3,1.05,100,DCM,600,80/20,10,2024-11-20_17-15-10.xlsx,C18,521,1217,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N,521,1217
214360-73-3,1.05,100,DCM,600,70/30,10,2024-11-20_17-19-47.xlsx,C18,544,1720,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N,544,1720
214360-73-3,1.05,100,DCM,600,60/40,10,2024-11-20_17-25-10.xlsx,C18,595,2182,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N,595,2182
214360-73-3,1.05,100,DCM,600,50/50,10,2024-11-20_17-37-49.xlsx,C18,1081,6544,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N,1081,6544
494-99-5,1.051,100,DCM,400,90/10,10,2024-11-20_18-19-16.xlsx,C18,238,849,CC1=CC(=C(C=C1)OC)OC,238,849
494-99-5,1.051,100,DCM,400,80/20,10,2024-11-20_18-22-58.xlsx,C18,516,1198,CC1=CC(=C(C=C1)OC)OC,516,1198
494-99-5,1.051,100,DCM,400,70/30,10,2024-11-20_18-27-15.xlsx,C18,521,1500,CC1=CC(=C(C=C1)OC)OC,521,1500
494-99-5,1.051,100,DCM,400,60/40,10,2024-11-20_18-32-37.xlsx,C18,550,2185,CC1=CC(=C(C=C1)OC)OC,550,2185
494-99-5,1.051,100,DCM,400,50/50,10,2024-11-20_18-40-40.xlsx,C18,1648,3772,CC1=CC(=C(C=C1)OC)OC,1648,3772
492-37-5,1.1,100,DCM,400,90/10,10,2024-11-20_18-46-22.xlsx,C18,528,883,CC(C1=CC=CC=C1)C(=O)O,528,883
492-37-5,1.1,100,DCM,400,80/20,10,2024-11-20_18-49-34.xlsx,C18,528,880,CC(C1=CC=CC=C1)C(=O)O,528,880
492-37-5,1.1,100,DCM,400,70/30,10,2024-11-20_18-53-11.xlsx,C18,544,1139,CC(C1=CC=CC=C1)C(=O)O,544,1139
492-37-5,1.1,100,DCM,400,60/40,10,2024-11-20_19-23-45.xlsx,C18,-1,-1,CC(C1=CC=CC=C1)C(=O)O,-1,-1
492-37-5,1.1,100,DCM,400,50/50,10,2024-11-20_19-28-18.xlsx,C18,694,1656,CC(C1=CC=CC=C1)C(=O)O,694,1656
104-01-8,1.1708,100,MeOH,400,90/10,10,2024-11-20_19-34-44.xlsx,C18,290,726,COC1=CC=C(C=C1)CC(=O)O,290,726
104-01-8,1.1708,100,MeOH,400,80/20,10,2024-11-20_19-38-05.xlsx,C18,501,992,COC1=CC=C(C=C1)CC(=O)O,501,992
104-01-8,1.1708,100,MeOH,400,70/30,10,2024-11-20_19-41-37.xlsx,C18,491,1093,COC1=CC=C(C=C1)CC(=O)O,491,1093
104-01-8,1.1708,100,MeOH,400,60/40,10,2024-11-20_19-45-39.xlsx,C18,499,1368,COC1=CC=C(C=C1)CC(=O)O,499,1368
104-01-8,1.1708,100,MeOH,400,50/50,10,2024-11-20_19-49-50.xlsx,C18,628,1478,COC1=CC=C(C=C1)CC(=O)O,628,1478
873-49-4,0.94,100,DCM,400,90/10,10,2024-11-20_20-02-27.xlsx,C18,393,1429,C1CC1C2=CC=CC=C2,393,1429
873-49-4,0.94,100,DCM,400,80/20,10,2024-11-20_20-07-24.xlsx,C18,544,1921,C1CC1C2=CC=CC=C2,544,1921
873-49-4,0.94,100,DCM,400,70/30,10,2024-11-20_20-15-38.xlsx,C18,1553,3885,C1CC1C2=CC=CC=C2,1553,3885
873-49-4,0.94,100,DCM,400,60/40,10,2024-11-20_20-32-53.xlsx,C18,4356,9266,C1CC1C2=CC=CC=C2,4356,9266
873-49-4,0.94,100,DCM,400,50/50,10,2024-11-20_21-03-28.xlsx,C18,-1,-1,C1CC1C2=CC=CC=C2,-1,-1
91-22-5,1.093,100,DCM,400,90/10,10,2024-11-20_21-13-33.xlsx,C18,322,1378,C1=CC=C2C(=C1)C=CC=N2,322,1378
91-22-5,1.093,100,DCM,400,80/20,10,2024-11-20_21-18-40.xlsx,C18,513,2012,C1=CC=C2C(=C1)C=CC=N2,513,2012
91-22-5,1.093,100,DCM,400,70/30,10,2024-11-20_21-23-07.xlsx,C18,521,1626,C1=CC=C2C(=C1)C=CC=N2,521,1626
91-22-5,1.093,100,DCM,400,60/40,10,2024-11-20_21-28-04.xlsx,C18,535,1935,C1=CC=C2C(=C1)C=CC=N2,535,1935
91-22-5,1.093,100,DCM,400,50/50,10,2024-11-20_21-33-47.xlsx,C18,601,2390,C1=CC=C2C(=C1)C=CC=N2,601,2390
99768-12-4,1.25,100,MeOH,400,90/10,10,2024-11-21_12-15-29.xlsx,C18,311,860,B(C1=CC=C(C=C1)C(=O)OC)(O)O,311,860
99768-12-4,1.25,100,MeOH,400,80/20,10,2024-11-21_12-19-13.xlsx,C18,492,1177,B(C1=CC=C(C=C1)C(=O)OC)(O)O,492,1177
99768-12-4,1.25,100,MeOH,400,70/30,10,2024-11-21_12-23-01.xlsx,C18,495,1216,B(C1=CC=C(C=C1)C(=O)OC)(O)O,495,1216
99768-12-4,1.25,100,MeOH,400,60/40,10,2024-11-21_12-27-25.xlsx,C18,685,1592,B(C1=CC=C(C=C1)C(=O)OC)(O)O,685,1592
99768-12-4,1.25,100,MeOH,400,50/50,10,2024-11-21_12-53-43.xlsx,C18,344,1758,B(C1=CC=C(C=C1)C(=O)OC)(O)O,344,1758
4619-18-5,1.227,100,MeOH,400,90/10,10,2024-11-21_13-06-22.xlsx,C18,666,1000,C1=CC(=CC=C1CCCC(=O)O)Cl,666,1000
4619-18-5,1.227,100,MeOH,400,80/20,10,2024-11-21_13-09-49.xlsx,C18,564,1004,C1=CC(=CC=C1CCCC(=O)O)Cl,564,1004
4619-18-5,1.227,100,MeOH,400,70/30,10,2024-11-21_13-14-06.xlsx,C18,903,1541,C1=CC(=CC=C1CCCC(=O)O)Cl,903,1541
4619-18-5,1.227,100,MeOH,400,60/40,10,2024-11-21_13-20-49.xlsx,C18,2109,2979,C1=CC(=CC=C1CCCC(=O)O)Cl,2109,2979
4619-18-5,1.227,100,MeOH,400,50/50,10,2024-11-21_13-24-25.xlsx,C18,1590,1988,C1=CC(=CC=C1CCCC(=O)O)Cl,1590,1988
882-06-4,1.411,100,MeOH,400,90/10,10,2024-11-21_13-40-02.xlsx,C18,422,1041,C1=CC(=CC=C1/C=C/C(=O)O)[N+](=O)[O-],422,1041
882-06-4,1.411,100,MeOH,400,80/20,10,2024-11-21_13-43-29.xlsx,C18,491,1006,C1=CC(=CC=C1/C=C/C(=O)O)[N+](=O)[O-],491,1006
882-06-4,1.411,100,MeOH,400,70/30,10,2024-11-21_13-46-56.xlsx,C18,487,1012,C1=CC(=CC=C1/C=C/C(=O)O)[N+](=O)[O-],487,1012
882-06-4,1.411,100,MeOH,400,60/40,10,2024-11-21_13-50-48.xlsx,C18,496,1290,C1=CC(=CC=C1/C=C/C(=O)O)[N+](=O)[O-],496,1290
882-06-4,1.411,100,MeOH,400,50/50,10,2024-11-21_13-55-50.xlsx,C18,509,1955,C1=CC(=CC=C1/C=C/C(=O)O)[N+](=O)[O-],509,1955
100-86-7,0.974,100,DCM,400,90/10,10,2024-11-21_14-14-35.xlsx,C18,360,840,CC(C)(CC1=CC=CC=C1)O,360,840
100-86-7,0.974,100,DCM,400,80/20,10,2024-11-21_14-18-02.xlsx,C18,536,1024,CC(C)(CC1=CC=CC=C1)O,536,1024
100-86-7,0.974,100,DCM,400,70/30,10,2024-11-21_14-21-59.xlsx,C18,566,1327,CC(C)(CC1=CC=CC=C1)O,566,1327
100-86-7,0.974,100,DCM,400,60/40,10,2024-11-21_14-25-35.xlsx,C18,1149,1881,CC(C)(CC1=CC=CC=C1)O,1149,1881
100-86-7,0.974,100,DCM,400,50/50,10,2024-11-21_14-31-03.xlsx,C18,858,2247,CC(C)(CC1=CC=CC=C1)O,858,2247
611-70-1,0.988,100,DCM,400,90/10,10,2024-11-21_15-52-28.xlsx,C18,413,1663,CC(C)C(=O)C1=CC=CC=C1,413,1663
611-70-1,0.988,100,DCM,400,80/20,10,2024-11-21_15-56-35.xlsx,C18,507,1401,CC(C)C(=O)C1=CC=CC=C1,507,1401
611-70-1,0.988,100,DCM,400,70/30,10,2024-11-21_16-02-32.xlsx,C18,589,2521,CC(C)C(=O)C1=CC=CC=C1,589,2521
611-70-1,0.988,100,DCM,400,60/40,10,2024-11-21_16-09-50.xlsx,C18,643,3335,CC(C)C(=O)C1=CC=CC=C1,643,3335
611-70-1,0.988,100,DCM,400,50/50,10,2024-11-21_16-14-12.xlsx,C18,1114,1572,CC(C)C(=O)C1=CC=CC=C1,1114,1572
580-13-2,1.605,100,DCM,400,90/10,10,2024-11-21_16-53-12.xlsx,C18,585,1905,C1=CC=C2C=C(C=CC2=C1)Br,585,1905
580-13-2,1.605,100,DCM,400,80/20,10,2024-11-21_16-59-19.xlsx,C18,864,2616,C1=CC=C2C=C(C=CC2=C1)Br,864,2616
580-13-2,1.605,100,DCM,400,70/30,10,2024-11-21_17-11-44.xlsx,C18,2864,6351,C1=CC=C2C=C(C=CC2=C1)Br,2864,6351
580-13-2,1.605,100,DCM,400,60/40,10,2024-11-21_17-42-18.xlsx,C18,9641,18076,C1=CC=C2C=C(C=CC2=C1)Br,9641,18076
580-13-2,1.605,100,DCM,400,50/50,10,2024-11-21_18-12-53.xlsx,C18,-1,-1,C1=CC=C2C=C(C=CC2=C1)Br,-1,-1
4180-23-8,0.988,100,DCM,400,90/10,10,2024-11-21_18-37-27.xlsx,C18,8,1842,C/C=C/C1=CC=C(C=C1)OC,8,1842
4180-23-8,0.988,100,DCM,400,80/20,10,2024-11-21_18-44-05.xlsx,C18,533,2912,C/C=C/C1=CC=C(C=C1)OC,533,2912
4180-23-8,0.988,100,DCM,400,70/30,10,2024-11-21_18-55-24.xlsx,C18,615,5735,C/C=C/C1=CC=C(C=C1)OC,615,5735
4180-23-8,0.988,100,DCM,400,60/40,10,2024-11-21_18-59-06.xlsx,C18,790,1180,C/C=C/C1=CC=C(C=C1)OC,790,1180
4180-23-8,0.988,100,DCM,400,50/50,10,2024-11-21_19-04-08.xlsx,C18,1278,1954,C/C=C/C1=CC=C(C=C1)OC,1278,1954
104-20-1,1.046,100,DCM,400,90/10,10,2024-11-21_19-22-50.xlsx,C18,523,1279,CC(=O)CCC1=CC=C(C=C1)OC,523,1279
104-20-1,1.046,100,DCM,400,80/20,10,2024-11-21_19-27-22.xlsx,C18,524,1694,CC(=O)CCC1=CC=C(C=C1)OC,524,1694
104-20-1,1.046,100,DCM,400,70/30,10,2024-11-21_19-31-24.xlsx,C18,535,1355,CC(=O)CCC1=CC=C(C=C1)OC,535,1355
104-20-1,1.046,100,DCM,400,60/40,10,2024-11-21_19-36-01.xlsx,C18,819,1706,CC(=O)CCC1=CC=C(C=C1)OC,819,1706
104-20-1,1.046,100,DCM,400,50/50,10,2024-11-21_19-43-34.xlsx,C18,1819,3471,CC(=O)CCC1=CC=C(C=C1)OC,1819,3471
1009-14-9,0.975,100,DCM,400,90/10,10,2024-11-21_19-51-46.xlsx,C18,228,1420,CCCCC(=O)C1=CC=CC=C1,228,1420
1009-14-9,0.975,100,DCM,400,80/20,10,2024-11-21_19-56-28.xlsx,C18,536,1781,CCCCC(=O)C1=CC=CC=C1,536,1781
1009-14-9,0.975,100,DCM,400,70/30,10,2024-11-21_20-04-06.xlsx,C18,625,3526,CCCCC(=O)C1=CC=CC=C1,625,3526
1009-14-9,0.975,100,DCM,400,60/40,10,2024-11-21_20-18-56.xlsx,C18,1696,7810,CCCCC(=O)C1=CC=CC=C1,1696,7810
1009-14-9,0.975,100,DCM,400,50/50,10,2024-11-21_20-46-05.xlsx,C18,7152,15140,CCCCC(=O)C1=CC=CC=C1,7152,15140
826-73-3,1.071,100,DCM,400,90/10,10,2024-11-21_21-00-09.xlsx,C18,218,1269,C1CCC(=O)C2=CC=CC=C2C1,218,1269
826-73-3,1.071,100,DCM,400,80/20,10,2024-11-21_21-04-26.xlsx,C18,526,1505,C1CCC(=O)C2=CC=CC=C2C1,526,1505
826-73-3,1.071,100,DCM,400,70/30,10,2024-11-21_21-10-13.xlsx,C18,593,2415,C1CCC(=O)C2=CC=CC=C2C1,593,2415
826-73-3,1.071,100,DCM,400,60/40,10,2024-11-21_21-16-51.xlsx,C18,834,2908,C1CCC(=O)C2=CC=CC=C2C1,834,2908
826-73-3,1.071,100,DCM,400,50/50,10,2024-11-21_21-28-20.xlsx,C18,1584,5807,C1CCC(=O)C2=CC=CC=C2C1,1584,5807
52787-14-1,1.155,100,DCM,400,90/10,10,2024-11-22_09-24-38.xlsx,C18,507,1106,COC(=O)CC1=CC=C(C=C1)C(=O)OC,507,1106
52787-14-1,1.155,100,DCM,400,80/20,10,2024-11-22_09-28-42.xlsx,C18,492,1366,COC(=O)CC1=CC=C(C=C1)C(=O)OC,492,1366
52787-14-1,1.155,100,DCM,400,70/30,10,2024-11-22_09-32-56.xlsx,C18,486,1473,COC(=O)CC1=CC=C(C=C1)C(=O)OC,486,1473
52787-14-1,1.155,100,DCM,400,60/40,10,2024-11-22_09-37-50.xlsx,C18,494,1865,COC(=O)CC1=CC=C(C=C1)C(=O)OC,494,1865
52787-14-1,1.155,100,DCM,400,50/50,10,2024-11-22_09-45-54.xlsx,C18,1654,3768,COC(=O)CC1=CC=C(C=C1)C(=O)OC,1654,3768
22509-74-6,1.3219,100,MeOH,400,90/10,10,2024-11-22_10-59-57.xlsx,C18,299,732,CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O,299,732
22509-74-6,1.3219,100,MeOH,400,80/20,10,2024-11-22_11-03-18.xlsx,C18,491,972,CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O,491,972
22509-74-6,1.3219,100,MeOH,400,70/30,10,2024-11-22_11-07-05.xlsx,C18,486,1223,CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O,486,1223
22509-74-6,1.3219,100,MeOH,400,60/40,10,2024-11-22_11-10-49.xlsx,C18,521,1156,CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O,521,1156
22509-74-6,1.3219,100,MeOH,400,50/50,10,2024-11-22_11-15-43.xlsx,C18,505,1860,CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O,505,1860
2436-29-5,1.319,100,DCM,400,90/10,10,2024-11-22_11-36-26.xlsx,C18,311,765,C1=CC=C2C(=C1)C(=O)N(C2=O)CCC=O,311,765
2436-29-5,1.319,100,DCM,400,80/20,10,2024-11-22_11-39-38.xlsx,C18,494,881,C1=CC=C2C(=C1)C(=O)N(C2=O)CCC=O,494,881
2436-29-5,1.319,100,DCM,400,70/30,10,2024-11-22_11-43-09.xlsx,C18,507,1070,C1=CC=C2C(=C1)C(=O)N(C2=O)CCC=O,507,1070
2436-29-5,1.319,100,DCM,400,60/40,10,2024-11-22_12-13-44.xlsx,C18,42,108,C1=CC=C2C(=C1)C(=O)N(C2=O)CCC=O,42,108
2436-29-5,1.319,100,DCM,400,50/50,10,2024-11-22_12-18-21.xlsx,C18,463,1687,C1=CC=C2C(=C1)C(=O)N(C2=O)CCC=O,463,1687
6331-04-0,1.0326,100,MeOH,400,90/10,10,2024-11-22_12-54-43.xlsx,C18,374,597,CC1=CC(=C(C=C1)CC(=O)O)C,374,597
6331-04-0,1.0326,100,MeOH,400,80/20,10,2024-11-22_12-57-54.xlsx,C18,553,879,CC1=CC(=C(C=C1)CC(=O)O)C,553,879
6331-04-0,1.0326,100,MeOH,400,70/30,10,2024-11-22_13-01-36.xlsx,C18,533,1189,CC1=CC(=C(C=C1)CC(=O)O)C,533,1189
6331-04-0,1.0326,100,MeOH,400,60/40,10,2024-11-22_13-06-28.xlsx,C18,1256,1878,CC1=CC(=C(C=C1)CC(=O)O)C,1256,1878
6331-04-0,1.0326,100,MeOH,400,50/50,10,2024-11-22_13-37-02.xlsx,C18,-1,-1,CC1=CC(=C(C=C1)CC(=O)O)C,-1,-1
100-47-0,1.01,100,DCM,400,90/10,10,2024-11-22_15-37-39.xlsx,C18,367,818,C1=CC=C(C=C1)C#N,367,818
100-47-0,1.01,100,DCM,400,80/20,10,2024-11-22_15-40-56.xlsx,C18,509,927,C1=CC=C(C=C1)C#N,509,927
100-47-0,1.01,100,DCM,400,70/30,10,2024-11-22_15-44-47.xlsx,C18,549,1264,C1=CC=C(C=C1)C#N,549,1264
100-47-0,1.01,100,DCM,400,60/40,10,2024-11-22_15-48-44.xlsx,C18,557,1307,C1=CC=C(C=C1)C#N,557,1307
100-47-0,1.01,100,DCM,400,50/50,10,2024-11-22_15-54-06.xlsx,C18,880,2152,C1=CC=C(C=C1)C#N,880,2152
372-29-2,1.245,100,DCM,400,90/10,10,2024-11-22_16-13-11.xlsx,C18,292,1804,CCOC(=O)/C=C(/C(F)(F)F)\N,292,1804
372-29-2,1.245,100,DCM,400,80/20,10,2024-11-22_16-18-19.xlsx,C18,509,2034,CCOC(=O)/C=C(/C(F)(F)F)\N,509,2034
372-29-2,1.245,100,DCM,400,70/30,10,2024-11-22_16-22-56.xlsx,C18,536,1702,CCOC(=O)/C=C(/C(F)(F)F)\N,536,1702
372-29-2,1.245,100,DCM,400,60/40,10,2024-11-22_16-29-23.xlsx,C18,585,2806,CCOC(=O)/C=C(/C(F)(F)F)\N,585,2806
372-29-2,1.245,100,DCM,400,50/50,10,2024-11-22_16-41-07.xlsx,C18,945,5962,CCOC(=O)/C=C(/C(F)(F)F)\N,945,5962
627-91-8,1.081,100,DCM,400,90/10,10,2024-11-22_17-00-31.xlsx,C18,443,649,COC(=O)CCCCC(=O)O,443,649
627-91-8,1.081,100,DCM,400,80/20,10,2024-11-22_17-31-05.xlsx,C18,-1,-1,COC(=O)CCCCC(=O)O,-1,-1
627-91-8,1.081,100,DCM,400,70/30,10,2024-11-22_18-01-40.xlsx,C18,-1,-1,COC(=O)CCCCC(=O)O,-1,-1
42558-54-3,1.013,100,DCM,400,90/10,10,2024-11-22_18-27-24.xlsx,C18,383,1112,CC(C)C(=O)CC(=O)OC,383,1112
42558-54-3,1.013,100,DCM,400,80/20,10,2024-11-22_18-31-42.xlsx,C18,517,1513,CC(C)C(=O)CC(=O)OC,517,1513
