CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
106-43-4,4-Chlorotoluene,0.97,1.07,100,PE,300,0/1,10,2023-08-11_09-13-21.xlsx,Silica-CS 4g,539,877,CC1=CC=C(C=C1)Cl,539,877
106-43-4,4-Chlorotoluene,0.97,1.07,150,PE,300,0/1,10,2023-08-11_09-16-51.xlsx,Silica-CS 4g,541,1078,CC1=CC=C(C=C1)Cl,541,1078
106-43-4,4-Chlorotoluene,0.97,1.07,50,PE,300,1/1,10,2023-08-11_09-20-37.xlsx,Silica-CS 4g,674,1052,CC1=CC=C(C=C1)Cl,674,1052
106-43-4,4-Chlorotoluene,0.97,1.07,100,PE,300,1/1,10,2023-08-11_09-23-47.xlsx,Silica-CS 4g,546,949,CC1=CC=C(C=C1)Cl,546,949
106-43-4,4-Chlorotoluene,0.97,1.07,150,PE,300,1/1,10,2023-08-11_09-26-58.xlsx,Silica-CS 4g,541,954,CC1=CC=C(C=C1)Cl,541,954
106-43-4,4-Chlorotoluene,0.97,1.07,50,PE,300,2/1,10,2023-08-11_09-30-44.xlsx,Silica-CS 4g,712,1024,CC1=CC=C(C=C1)Cl,712,1024
106-43-4,4-Chlorotoluene,0.97,1.07,100,PE,300,2/1,10,2023-08-11_09-33-54.xlsx,Silica-CS 4g,571,939,CC1=CC=C(C=C1)Cl,571,939
106-43-4,4-Chlorotoluene,0.97,1.07,150,PE,300,2/1,10,2023-08-11_09-37-10.xlsx,Silica-CS 4g,574,970,CC1=CC=C(C=C1)Cl,574,970
106-43-4,4-Chlorotoluene,0.97,1.07,50,PE,300,5/1,10,2023-08-11_09-40-56.xlsx,Silica-CS 4g,740,1035,CC1=CC=C(C=C1)Cl,740,1035
106-43-4,4-Chlorotoluene,0.97,1.07,100,PE,300,5/1,10,2023-08-11_09-44-11.xlsx,Silica-CS 4g,564,980,CC1=CC=C(C=C1)Cl,564,980
106-43-4,4-Chlorotoluene,0.97,1.07,150,PE,300,5/1,10,2023-08-11_09-47-32.xlsx,Silica-CS 4g,577,1027,CC1=CC=C(C=C1)Cl,577,1027
106-43-4,4-Chlorotoluene,0.97,1.07,50,PE,300,10/1,10,2023-08-11_09-51-17.xlsx,Silica-CS 4g,751,1068,CC1=CC=C(C=C1)Cl,751,1068
106-43-4,4-Chlorotoluene,0.97,1.07,100,PE,300,10/1,10,2023-08-11_09-54-43.xlsx,Silica-CS 4g,606,1044,CC1=CC=C(C=C1)Cl,606,1044
106-43-4,4-Chlorotoluene,0.97,1.07,150,PE,300,10/1,10,2023-08-11_09-58-09.xlsx,Silica-CS 4g,601,1049,CC1=CC=C(C=C1)Cl,601,1049
106-43-4,4-Chlorotoluene,0.97,1.07,50,PE,300,20/1,10,2023-08-11_10-01-59.xlsx,Silica-CS 4g,755,1112,CC1=CC=C(C=C1)Cl,755,1112
106-43-4,4-Chlorotoluene,0.97,1.07,100,PE,300,20/1,10,2023-08-11_10-05-25.xlsx,Silica-CS 4g,632,1080,CC1=CC=C(C=C1)Cl,632,1080
106-43-4,4-Chlorotoluene,0.97,1.07,150,PE,300,20/1,10,2023-08-11_10-08-51.xlsx,Silica-CS 4g,632,1107,CC1=CC=C(C=C1)Cl,632,1107
106-43-4,4-Chlorotoluene,0.97,1.07,50,PE,300,50/1,10,2023-08-11_10-12-41.xlsx,Silica-CS 4g,777,1111,CC1=CC=C(C=C1)Cl,777,1111
106-43-4,4-Chlorotoluene,0.97,1.07,100,PE,300,50/1,10,2023-08-11_10-16-07.xlsx,Silica-CS 4g,643,1096,CC1=CC=C(C=C1)Cl,643,1096
106-43-4,4-Chlorotoluene,0.97,1.07,150,PE,300,50/1,10,2023-08-11_10-19-38.xlsx,Silica-CS 4g,651,1119,CC1=CC=C(C=C1)Cl,651,1119
90-02-8,Salicylaldehyde,0.98,1.146,50,PE,300,0/1,10,2023-08-11_10-46-28.xlsx,Silica-CS 4g,786,2754,C1=CC=C(C(=C1)C=O)O,786,2754
90-02-8,Salicylaldehyde,0.98,1.146,100,PE,300,0/1,10,2023-08-11_10-53-35.xlsx,Silica-CS 4g,584,3207,C1=CC=C(C(=C1)C=O)O,584,3207
90-02-8,Salicylaldehyde,0.98,1.146,150,PE,300,0/1,10,2023-08-11_11-16-28.xlsx,Silica-CS 4g,573,3172,C1=CC=C(C(=C1)C=O)O,573,3172
90-02-8,Salicylaldehyde,0.98,1.146,50,PE,300,1/1,10,2023-08-11_11-26-01.xlsx,Silica-CS 4g,598,3533,C1=CC=C(C(=C1)C=O)O,598,3533
90-02-8,Salicylaldehyde,0.98,1.146,100,PE,300,1/1,10,2023-08-11_11-32-53.xlsx,Silica-CS 4g,675,3064,C1=CC=C(C(=C1)C=O)O,675,3064
90-02-8,Salicylaldehyde,0.98,1.146,150,PE,300,1/1,10,2023-08-11_11-39-44.xlsx,Silica-CS 4g,666,3095,C1=CC=C(C(=C1)C=O)O,666,3095
90-02-8,Salicylaldehyde,0.98,1.146,50,PE,300,2/1,10,2023-08-11_11-46-16.xlsx,Silica-CS 4g,851,2660,C1=CC=C(C(=C1)C=O)O,851,2660
90-02-8,Salicylaldehyde,0.98,1.146,100,PE,300,2/1,10,2023-08-11_11-53-02.xlsx,Silica-CS 4g,699,3000,C1=CC=C(C(=C1)C=O)O,699,3000
90-02-8,Salicylaldehyde,0.98,1.146,150,PE,300,2/1,10,2023-08-11_12-00-09.xlsx,Silica-CS 4g,751,3234,C1=CC=C(C(=C1)C=O)O,751,3234
90-02-8,Salicylaldehyde,0.98,1.146,50,PE,300,5/1,10,2023-08-11_12-07-06.xlsx,Silica-CS 4g,992,2941,C1=CC=C(C(=C1)C=O)O,992,2941
90-02-8,Salicylaldehyde,0.98,1.146,100,PE,300,5/1,10,2023-08-11_12-14-32.xlsx,Silica-CS 4g,913,3352,C1=CC=C(C(=C1)C=O)O,913,3352
90-02-8,Salicylaldehyde,0.98,1.146,150,PE,300,5/1,10,2023-08-11_12-21-49.xlsx,Silica-CS 4g,895,3335,C1=CC=C(C(=C1)C=O)O,895,3335
90-02-8,Salicylaldehyde,0.98,1.146,50,PE,300,10/1,10,2023-08-11_12-29-21.xlsx,Silica-CS 4g,1193,3490,C1=CC=C(C(=C1)C=O)O,1193,3490
90-02-8,Salicylaldehyde,0.98,1.146,100,PE,300,10/1,10,2023-08-11_12-37-13.xlsx,Silica-CS 4g,1100,3681,C1=CC=C(C(=C1)C=O)O,1100,3681
90-02-8,Salicylaldehyde,0.98,1.146,150,PE,300,10/1,10,2023-08-11_12-55-33.xlsx,Silica-CS 4g,1075,5048,C1=CC=C(C(=C1)C=O)O,1075,5048
90-02-8,Salicylaldehyde,0.98,1.146,50,PE,300,20/1,10,2023-08-11_13-08-58.xlsx,Silica-CS 4g,1335,4204,C1=CC=C(C(=C1)C=O)O,1335,4204
90-02-8,Salicylaldehyde,0.98,1.146,100,PE,300,20/1,10,2023-08-11_13-18-10.xlsx,Silica-CS 4g,1352,4469,C1=CC=C(C(=C1)C=O)O,1352,4469
90-02-8,Salicylaldehyde,0.98,1.146,150,PE,300,20/1,10,2023-08-11_13-27-18.xlsx,Silica-CS 4g,1270,4409,C1=CC=C(C(=C1)C=O)O,1270,4409
90-02-8,Salicylaldehyde,0.98,1.146,50,PE,300,50/1,10,2023-08-11_13-37-05.xlsx,Silica-CS 4g,2082,4612,C1=CC=C(C(=C1)C=O)O,2082,4612
90-02-8,Salicylaldehyde,0.98,1.146,100,PE,300,50/1,10,2023-08-11_14-04-19.xlsx,Silica-CS 4g,1931,5588,C1=CC=C(C(=C1)C=O)O,1931,5588
90-02-8,Salicylaldehyde,0.98,1.146,150,PE,300,50/1,10,2023-08-11_14-14-41.xlsx,Silica-CS 4g,1717,5149,C1=CC=C(C(=C1)C=O)O,1717,5149
394-47-8,2-Fluorobenzonitrile,0.95,1.116,50,PE,300,0/1,10,2023-08-11_14-26-50.xlsx,Silica-CS 4g,813,1131,C1=CC=C(C(=C1)C#N)F,813,1131
394-47-8,2-Fluorobenzonitrile,0.95,1.116,100,PE,300,0/1,10,2023-08-11_14-30-36.xlsx,Silica-CS 4g,577,1185,C1=CC=C(C(=C1)C#N)F,577,1185
394-47-8,2-Fluorobenzonitrile,0.95,1.116,150,PE,300,0/1,10,2023-08-11_14-34-32.xlsx,Silica-CS 4g,616,1347,C1=CC=C(C(=C1)C#N)F,616,1347
394-47-8,2-Fluorobenzonitrile,0.95,1.116,50,PE,300,1/1,10,2023-08-11_14-38-53.xlsx,Silica-CS 4g,801,1409,C1=CC=C(C(=C1)C#N)F,801,1409
394-47-8,2-Fluorobenzonitrile,0.95,1.116,100,PE,300,1/1,10,2023-08-11_14-42-39.xlsx,Silica-CS 4g,722,1234,C1=CC=C(C(=C1)C#N)F,722,1234
394-47-8,2-Fluorobenzonitrile,0.95,1.116,150,PE,300,1/1,10,2023-08-11_14-46-24.xlsx,Silica-CS 4g,731,1203,C1=CC=C(C(=C1)C#N)F,731,1203
394-47-8,2-Fluorobenzonitrile,0.95,1.116,50,PE,300,2/1,10,2023-08-11_14-51-00.xlsx,Silica-CS 4g,923,1540,C1=CC=C(C(=C1)C#N)F,923,1540
394-47-8,2-Fluorobenzonitrile,0.95,1.116,100,PE,300,2/1,10,2023-08-11_14-55-01.xlsx,Silica-CS 4g,828,1386,C1=CC=C(C(=C1)C#N)F,828,1386
394-47-8,2-Fluorobenzonitrile,0.95,1.116,150,PE,300,2/1,10,2023-08-11_14-59-17.xlsx,Silica-CS 4g,821,1528,C1=CC=C(C(=C1)C#N)F,821,1528
394-47-8,2-Fluorobenzonitrile,0.95,1.116,50,PE,300,5/1,10,2023-08-11_15-04-43.xlsx,Silica-CS 4g,1174,2011,C1=CC=C(C(=C1)C#N)F,1174,2011
394-47-8,2-Fluorobenzonitrile,0.95,1.116,100,PE,300,5/1,10,2023-08-11_15-09-54.xlsx,Silica-CS 4g,1066,2016,C1=CC=C(C(=C1)C#N)F,1066,2016
394-47-8,2-Fluorobenzonitrile,0.95,1.116,150,PE,300,5/1,10,2023-08-11_15-15-06.xlsx,Silica-CS 4g,1000,2063,C1=CC=C(C(=C1)C#N)F,1000,2063
394-47-8,2-Fluorobenzonitrile,0.95,1.116,50,PE,300,10/1,10,2023-08-11_15-21-47.xlsx,Silica-CS 4g,1590,2748,C1=CC=C(C(=C1)C#N)F,1590,2748
394-47-8,2-Fluorobenzonitrile,0.95,1.116,100,PE,300,10/1,10,2023-08-11_15-28-14.xlsx,Silica-CS 4g,1368,2881,C1=CC=C(C(=C1)C#N)F,1368,2881
394-47-8,2-Fluorobenzonitrile,0.95,1.116,150,PE,300,10/1,10,2023-08-11_15-34-36.xlsx,Silica-CS 4g,1297,2777,C1=CC=C(C(=C1)C#N)F,1297,2777
394-47-8,2-Fluorobenzonitrile,0.95,1.116,50,PE,300,20/1,10,2023-08-11_15-42-52.xlsx,Silica-CS 4g,2131,3704,C1=CC=C(C(=C1)C#N)F,2131,3704
394-47-8,2-Fluorobenzonitrile,0.95,1.116,100,PE,300,20/1,10,2023-08-11_15-50-45.xlsx,Silica-CS 4g,1764,3861,C1=CC=C(C(=C1)C#N)F,1764,3861
394-47-8,2-Fluorobenzonitrile,0.95,1.116,150,PE,300,20/1,10,2023-08-11_15-58-37.xlsx,Silica-CS 4g,1659,3818,C1=CC=C(C(=C1)C#N)F,1659,3818
394-47-8,2-Fluorobenzonitrile,0.95,1.116,50,PE,300,50/1,10,2023-08-11_16-09-14.xlsx,Silica-CS 4g,2983,5286,C1=CC=C(C(=C1)C#N)F,2983,5286
394-47-8,2-Fluorobenzonitrile,0.95,1.116,100,PE,300,50/1,10,2023-08-11_16-19-22.xlsx,Silica-CS 4g,2556,5199,C1=CC=C(C(=C1)C#N)F,2556,5199
394-47-8,2-Fluorobenzonitrile,0.95,1.116,150,PE,300,50/1,10,2023-08-11_16-29-30.xlsx,Silica-CS 4g,2423,5225,C1=CC=C(C(=C1)C#N)F,2423,5225
103-50-4,Benzyl ether,0.95,1.043,50,PE,300,0/1,10,2023-08-11_17-30-13.xlsx,Silica-CS 4g,500,879,C1=CC=C(C=C1)COCC2=CC=CC=C2,500,879
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,0/1,10,2023-08-11_17-33-34.xlsx,Silica-CS 4g,550,988,C1=CC=C(C=C1)COCC2=CC=CC=C2,550,988
103-50-4,Benzyl ether,0.95,1.043,150,PE,300,0/1,10,2023-08-11_17-42-09.xlsx,Silica-CS 4g,498,1009,C1=CC=C(C=C1)COCC2=CC=CC=C2,498,1009
103-50-4,Benzyl ether,0.95,1.043,50,PE,300,1/1,10,2023-08-11_17-46-56.xlsx,Silica-CS 4g,550,937,C1=CC=C(C=C1)COCC2=CC=CC=C2,550,937
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,1/1,10,2023-08-11_17-50-27.xlsx,Silica-CS 4g,644,1051,C1=CC=C(C=C1)COCC2=CC=CC=C2,644,1051
103-50-4,Benzyl ether,0.95,1.043,150,PE,300,1/1,10,2023-08-11_17-53-57.xlsx,Silica-CS 4g,644,1067,C1=CC=C(C=C1)COCC2=CC=CC=C2,644,1067
103-50-4,Benzyl ether,0.95,1.043,50,PE,300,2/1,10,2023-08-11_17-58-03.xlsx,Silica-CS 4g,828,1210,C1=CC=C(C=C1)COCC2=CC=CC=C2,828,1210
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,2/1,10,2023-08-11_18-01-39.xlsx,Silica-CS 4g,687,1114,C1=CC=C(C=C1)COCC2=CC=CC=C2,687,1114
103-50-4,Benzyl ether,0.95,1.043,150,PE,300,2/1,10,2023-08-11_18-05-20.xlsx,Silica-CS 4g,693,1153,C1=CC=C(C=C1)COCC2=CC=CC=C2,693,1153
103-50-4,Benzyl ether,0.95,1.043,50,PE,300,5/1,10,2023-08-11_18-09-35.xlsx,Silica-CS 4g,867,1391,C1=CC=C(C=C1)COCC2=CC=CC=C2,867,1391
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,5/1,10,2023-08-11_18-13-41.xlsx,Silica-CS 4g,741,1406,C1=CC=C(C=C1)COCC2=CC=CC=C2,741,1406
103-50-4,Benzyl ether,0.95,1.043,150,PE,300,5/1,10,2023-08-11_18-17-52.xlsx,Silica-CS 4g,735,1465,C1=CC=C(C=C1)COCC2=CC=CC=C2,735,1465
103-50-4,Benzyl ether,0.95,1.043,50,PE,300,10/1,10,2023-08-11_18-22-13.xlsx,Silica-CS 4g,919,1379,C1=CC=C(C=C1)COCC2=CC=CC=C2,919,1379
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,10/1,10,2023-08-11_18-27-04.xlsx,Silica-CS 4g,818,1521,C1=CC=C(C=C1)COCC2=CC=CC=C2,818,1521
103-50-4,Benzyl ether,0.95,1.043,150,PE,300,10/1,10,2023-08-11_18-32-00.xlsx,Silica-CS 4g,732,1904,C1=CC=C(C=C1)COCC2=CC=CC=C2,732,1904
103-50-4,Benzyl ether,0.95,1.043,50,PE,300,20/1,10,2023-08-11_18-36-46.xlsx,Silica-CS 4g,1011,1609,C1=CC=C(C=C1)COCC2=CC=CC=C2,1011,1609
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,20/1,10,2023-08-11_18-41-12.xlsx,Silica-CS 4g,913,1618,C1=CC=C(C=C1)COCC2=CC=CC=C2,913,1618
103-50-4,Benzyl ether,0.95,1.043,150,PE,300,20/1,10,2023-08-11_18-45-38.xlsx,Silica-CS 4g,880,1615,C1=CC=C(C=C1)COCC2=CC=CC=C2,880,1615
103-50-4,Benzyl ether,0.95,1.043,50,PE,300,50/1,10,2023-08-11_19-29-52.xlsx,Silica-CS 4g,1391,2147,C1=CC=C(C=C1)COCC2=CC=CC=C2,1391,2147
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,50/1,10,2023-08-11_19-35-38.xlsx,Silica-CS 4g,1172,2405,C1=CC=C(C=C1)COCC2=CC=CC=C2,1172,2405
103-50-4,Benzyl ether,0.95,1.043,150,PE,300,50/1,10,2023-08-11_19-41-30.xlsx,Silica-CS 4g,812,2451,C1=CC=C(C=C1)COCC2=CC=CC=C2,812,2451
103-49-1,Dibenzylamine,0.98,1.026,50,PE,300,0/1,10,2023-08-11_21-04-29.xlsx,Silica-CS 4g,704,1870,C1=CC=C(C=C1)CNCC2=CC=CC=C2,704,1870
103-49-1,Dibenzylamine,0.98,1.026,100,PE,300,0/1,10,2023-08-11_21-16-35.xlsx,Silica-CS 4g,556,1346,C1=CC=C(C=C1)CNCC2=CC=CC=C2,556,1346
103-49-1,Dibenzylamine,0.98,1.026,150,PE,300,0/1,10,2023-08-11_21-12-45.xlsx,Silica-CS 4g,528,1325,C1=CC=C(C=C1)CNCC2=CC=CC=C2,528,1325
103-49-1,Dibenzylamine,0.98,1.026,50,PE,300,1/1,10,2023-08-11_19-54-12.xlsx,Silica-CS 4g,734,1555,C1=CC=C(C=C1)CNCC2=CC=CC=C2,734,1555
103-49-1,Dibenzylamine,0.98,1.026,100,PE,300,1/1,10,2023-08-11_19-58-23.xlsx,Silica-CS 4g,574,1468,C1=CC=C(C=C1)CNCC2=CC=CC=C2,574,1468
103-49-1,Dibenzylamine,0.98,1.026,150,PE,300,1/1,10,2023-08-11_20-02-39.xlsx,Silica-CS 4g,538,1672,C1=CC=C(C=C1)CNCC2=CC=CC=C2,538,1672
103-49-1,Dibenzylamine,0.98,1.026,50,PE,300,2/1,10,2023-08-11_20-20-38.xlsx,Silica-CS 4g,1060,2065,C1=CC=C(C=C1)CNCC2=CC=CC=C2,1060,2065
103-49-1,Dibenzylamine,0.98,1.026,100,PE,300,2/1,10,2023-08-11_20-24-03.xlsx,Silica-CS 4g,1050,2010,C1=CC=C(C=C1)CNCC2=CC=CC=C2,1050,2010
103-49-1,Dibenzylamine,0.98,1.026,150,PE,300,2/1,10,2023-08-11_20-28-59.xlsx,Silica-CS 4g,719,1989,C1=CC=C(C=C1)CNCC2=CC=CC=C2,719,1989
103-49-1,Dibenzylamine,0.98,1.026,50,PE,300,5/1,10,2023-08-11_21-21-37.xlsx,Silica-CS 4g,869,1640,C1=CC=C(C=C1)CNCC2=CC=CC=C2,869,1640
103-49-1,Dibenzylamine,0.98,1.026,100,PE,300,5/1,10,2023-08-11_21-29-59.xlsx,Silica-CS 4g,2648,4462,C1=CC=C(C=C1)CNCC2=CC=CC=C2,2648,4462
103-49-1,Dibenzylamine,0.98,1.026,150,PE,300,5/1,10,2023-08-11_21-39-06.xlsx,Silica-CS 4g,2785,4781,C1=CC=C(C=C1)CNCC2=CC=CC=C2,2785,4781
103-49-1,Dibenzylamine,0.98,1.026,100,PE,300,10/1,10,2023-08-11_22-45-54.xlsx,Silica-CS 4g,5601,9368,C1=CC=C(C=C1)CNCC2=CC=CC=C2,5601,9368
103-49-1,Dibenzylamine,0.98,1.026,150,PE,300,10/1,10,2023-08-11_22-59-28.xlsx,Silica-CS 4g,5535,8162,C1=CC=C(C=C1)CNCC2=CC=CC=C2,5535,8162
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,50,PE,300,0/1,10,2023-08-13_15-02-55.xlsx,Silica-CS 4g,511,1033,CC(=CCC/C(=C/C=O)/C)C,511,1033
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,100,PE,300,0/1,10,2023-08-13_15-06-36.xlsx,Silica-CS 4g,544,1176,CC(=CCC/C(=C/C=O)/C)C,544,1176
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,150,PE,300,0/1,10,2023-08-13_15-10-31.xlsx,Silica-CS 4g,545,1308,CC(=CCC/C(=C/C=O)/C)C,545,1308
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,50,PE,300,1/1,10,2023-08-13_15-14-42.xlsx,Silica-CS 4g,736,1312,CC(=CCC/C(=C/C=O)/C)C,736,1312
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,100,PE,300,1/1,10,2023-08-13_15-18-58.xlsx,Silica-CS 4g,655,1511,CC(=CCC/C(=C/C=O)/C)C,655,1511
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,150,PE,300,1/1,10,2023-08-13_15-23-29.xlsx,Silica-CS 4g,667,1763,CC(=CCC/C(=C/C=O)/C)C,667,1763
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,50,PE,300,2/1,10,2023-08-13_15-28-05.xlsx,Silica-CS 4g,829,1527,CC(=CCC/C(=C/C=O)/C)C,829,1527
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,100,PE,300,2/1,10,2023-08-13_15-32-31.xlsx,Silica-CS 4g,728,1595,CC(=CCC/C(=C/C=O)/C)C,728,1595
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,150,PE,300,2/1,10,2023-08-13_15-36-57.xlsx,Silica-CS 4g,714,1606,CC(=CCC/C(=C/C=O)/C)C,714,1606
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,50,PE,300,5/1,10,2023-08-13_15-42-08.xlsx,Silica-CS 4g,864,1865,CC(=CCC/C(=C/C=O)/C)C,864,1865
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,100,PE,300,5/1,10,2023-08-13_15-47-09.xlsx,Silica-CS 4g,910,1986,CC(=CCC/C(=C/C=O)/C)C,910,1986
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,150,PE,300,5/1,10,2023-08-13_15-52-10.xlsx,Silica-CS 4g,852,1938,CC(=CCC/C(=C/C=O)/C)C,852,1938
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,50,PE,300,10/1,10,2023-08-13_15-58-21.xlsx,Silica-CS 4g,1216,2516,CC(=CCC/C(=C/C=O)/C)C,1216,2516
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,100,PE,300,10/1,10,2023-08-13_16-04-38.xlsx,Silica-CS 4g,1223,2806,CC(=CCC/C(=C/C=O)/C)C,1223,2806
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,150,PE,300,10/1,10,2023-08-13_16-10-49.xlsx,Silica-CS 4g,1190,2849,CC(=CCC/C(=C/C=O)/C)C,1190,2849
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,50,PE,300,20/1,10,2023-08-13_16-19-37.xlsx,Silica-CS 4g,2020,4105,CC(=CCC/C(=C/C=O)/C)C,2020,4105
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,100,PE,300,20/1,10,2023-08-13_16-28-19.xlsx,Silica-CS 4g,1859,4396,CC(=CCC/C(=C/C=O)/C)C,1859,4396
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,150,PE,300,20/1,10,2023-08-13_16-37-01.xlsx,Silica-CS 4g,1769,4146,CC(=CCC/C(=C/C=O)/C)C,1769,4146
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,50,PE,300,50/1,10,2023-08-13_16-52-51.xlsx,Silica-CS 4g,4169,8319,CC(=CCC/C(=C/C=O)/C)C,4169,8319
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,100,PE,300,50/1,10,2023-08-13_17-08-50.xlsx,Silica-CS 4g,3673,8417,CC(=CCC/C(=C/C=O)/C)C,3673,8417
5392-40-5,"3,7-Dimethyll-2,6-octadienal",0.98,0.888,150,PE,300,50/1,10,2023-08-13_17-24-45.xlsx,Silica-CS 4g,3331,8353,CC(=CCC/C(=C/C=O)/C)C,3331,8353
104-53-0,3-Phenylprpanal,0.9873,1.019,50,PE,300,0/1,10,2023-08-13_17-46-58.xlsx,Silica-CS 4g,531,914,C1=CC=C(C=C1)CCC=O,531,914
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,0/1,10,2023-08-13_17-50-34.xlsx,Silica-CS 4g,587,1111,C1=CC=C(C=C1)CCC=O,587,1111
104-53-0,3-Phenylprpanal,0.9873,1.019,150,PE,300,0/1,10,2023-08-13_17-54-10.xlsx,Silica-CS 4g,578,1152,C1=CC=C(C=C1)CCC=O,578,1152
104-53-0,3-Phenylprpanal,0.9873,1.019,50,PE,300,1/1,10,2023-08-13_17-58-10.xlsx,Silica-CS 4g,790,1265,C1=CC=C(C=C1)CCC=O,790,1265
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,1/1,10,2023-08-13_18-01-46.xlsx,Silica-CS 4g,638,1218,C1=CC=C(C=C1)CCC=O,638,1218
104-53-0,3-Phenylprpanal,0.9873,1.019,150,PE,300,1/1,10,2023-08-13_18-05-27.xlsx,Silica-CS 4g,645,1160,C1=CC=C(C=C1)CCC=O,645,1160
104-53-0,3-Phenylprpanal,0.9873,1.019,50,PE,300,2/1,10,2023-08-13_18-09-53.xlsx,Silica-CS 4g,841,1457,C1=CC=C(C=C1)CCC=O,841,1457
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,2/1,10,2023-08-13_18-13-43.xlsx,Silica-CS 4g,667,1318,C1=CC=C(C=C1)CCC=O,667,1318
104-53-0,3-Phenylprpanal,0.9873,1.019,150,PE,300,2/1,10,2023-08-13_18-17-49.xlsx,Silica-CS 4g,688,1471,C1=CC=C(C=C1)CCC=O,688,1471
104-53-0,3-Phenylprpanal,0.9873,1.019,50,PE,300,5/1,10,2023-08-13_19-11-47.xlsx,Silica-CS 4g,977,1752,C1=CC=C(C=C1)CCC=O,977,1752
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,5/1,10,2023-08-13_19-16-28.xlsx,Silica-CS 4g,995,1834,C1=CC=C(C=C1)CCC=O,995,1834
104-53-0,3-Phenylprpanal,0.9873,1.019,150,PE,300,5/1,10,2023-08-13_19-21-19.xlsx,Silica-CS 4g,999,1890,C1=CC=C(C=C1)CCC=O,999,1890
104-53-0,3-Phenylprpanal,0.9873,1.019,50,PE,300,10/1,10,2023-08-13_19-27-46.xlsx,Silica-CS 4g,1578,2679,C1=CC=C(C=C1)CCC=O,1578,2679
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,10/1,10,2023-08-13_19-33-57.xlsx,Silica-CS 4g,1327,2720,C1=CC=C(C=C1)CCC=O,1327,2720
104-53-0,3-Phenylprpanal,0.9873,1.019,150,PE,300,10/1,10,2023-08-13_19-40-19.xlsx,Silica-CS 4g,1264,2803,C1=CC=C(C=C1)CCC=O,1264,2803
104-53-0,3-Phenylprpanal,0.9873,1.019,50,PE,300,20/1,10,2023-08-13_19-47-55.xlsx,Silica-CS 4g,2331,3476,C1=CC=C(C=C1)CCC=O,2331,3476
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,20/1,10,2023-08-13_19-55-17.xlsx,Silica-CS 4g,2126,3447,C1=CC=C(C=C1)CCC=O,2126,3447
104-53-0,3-Phenylprpanal,0.9873,1.019,150,PE,300,20/1,10,2023-08-13_20-04-09.xlsx,Silica-CS 4g,1951,4331,C1=CC=C(C=C1)CCC=O,1951,4331
104-53-0,3-Phenylprpanal,0.9873,1.019,50,PE,300,50/1,10,2023-08-13_20-15-17.xlsx,Silica-CS 4g,3946,5676,C1=CC=C(C=C1)CCC=O,3946,5676
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,50/1,10,2023-08-13_20-26-25.xlsx,Silica-CS 4g,3544,5806,C1=CC=C(C=C1)CCC=O,3544,5806
